ān fèng	安鳳
juàn niǎo suī hái qǐ shì xiū	倦鳥雖還豈是休
juǎn pèi fēng xíng xiāo dù qì	卷旆風行宵渡磧
juàn pū lì mèi jiāng píng fēng	倦僕立寐僵屏風
juǎn qǐ shā duī sì xuě duī	捲起沙堆似雪堆
juǎn qí yè jié chán yú zhàng	卷旗夜劫單于帳
juǎn qū shàng shuí zhī sàn lì	捲曲尚誰知散櫟
juǎn què tiān jī yún jǐn duàn	卷卻天機雲錦段
juàn rán huī tì fāng chéng lù	眷然揮涕方城路
juǎn shā chéng làng běi fēng diān	卷沙成浪北風顛
juǎn shàng zhū lián zǒng bù rú	捲上珠簾總不如
juàn shù duàn sī bēi wǔ xí	罥樹斷絲悲舞席
juǎn shū lián yè zhōng nán shī	卷舒蓮葉終難溼
juān shū qù jì lǎo shān lín	捐書去寄老山林
juǎn sòng bā chǐ hán fēng yī	卷送八尺含風漪
juàn tīng kōng jiē yè diǎn liáng	倦聽空階夜點涼
juàn tīng shān chéng cháng duǎn gèng	倦聽山城長短更
juàn tóng hū huàn yīng fù mián	倦僮呼喚應復眠
juàn tóu sōng shí zuò yī xié	倦投松石坐欹斜
juǎn tǔ chóng lái wèi kě zhī	捲土重來未可知
juǎn wéi shàng chuáng xǐ bú dìng	卷帷上床喜不定
juǎn wéi wàng yuè kōng cháng tàn	卷帷望月空長嘆
juǎn wǒ wū shàng sān chóng máo	卷我屋上三重茅
juàn xiě fāng shū zǐ bù chuán	絹寫方書子不傳
juǎn xù fēng tou hán yù jìn	卷絮風頭寒欲盡
juàn yǎn zhà dī xiāng zhì luàn	倦眼乍低緗帙亂
juàn yè chuī wéi yù dí shēng	卷葉吹爲玉笛聲
juàn yǐ yù lán kàn yuè yùn	倦倚玉蘭看月暈
juàn yǒng zá zǔ suī shèn zhǐ	雋永雜俎雖甚旨
juàn yóu bù nǐ tán xuán pìn	倦遊不擬談玄牝
juàn yóu lián wǒ yì huáng fēng	倦遊憐我憶黃封
juàn yóu wǒ qì qī nián guān	倦遊我棄七年官
juǎn zèng lǎo fū jīng lǎo zhuō	卷贈老夫驚老拙
juàn zhě yǒu suǒ bú wèi yě	狷者有所不為也
juǎn zhōng duō dào zèng wēi zhī	卷中多道贈微之
juǎn zhōng duō jiàn lǐng nán shī	卷中多見嶺南詩
juàn zhóu wú rén de chān shì	卷軸無人得覘視
juàn zuì jiā rén jǐn sè páng	倦醉佳人錦瑟旁
jué ài gōng jiā huā qì xīn	絕愛公家花氣新
jué bǐ cháng fēng qǐ xiān mò	絕筆長風起纖末
jué bì qiān xún fǔ xuě tán	絕壁千尋俯雪潭
jué bì qiān xún jìn xiāng sì	絕壁千尋盡相似
jué bìn kū cháng chén bú lùn	絕臏刳腸臣不論
jué bīng chén fàn shí wǔ jī	嚼冰晨飯十五虀
jué bù jué xī lún bù lún	桷不桷兮輪不輪
jué chén chāo rì jīng shuǎng jǐn	絕塵超日精爽緊
jué dài róng huá wú bǐ fāng	絕代容華無比方
jué dǐng chū pān sì chū lóng	絕頂初攀似出籠
jué dǐng hán sōng yè bù diāo	絕頂寒松葉不雕
jué dǐng máo ān lǎo cǐ shēng	絕頂茅庵老此生
jué dǐng píng tiān yì xiǎo zhāi	絕頂平天一小齋
jué ér hòu zhī qí mèng yě	覺而後知其夢也
jué fēi zào lì suǒ chéng jiù	決非皁櫪所成就
jué guā chuò míng shēn qīng liáng	嚼瓜啜茗身清涼
jué hán yóu zhù jiù shēng yī	覺寒猶著舊生衣
jué hé qiān lǐ bào shāng yán	絕河千里抱商顏
jué hòu bù zhī féng shì yù	覺後不知馮侍御
jué hòu fān chéng āi yuàn shēn	覺後翻成哀怨深
jué hòu hū wén qīng lòu xiǎo	覺後忽聞清漏曉
jué hòu jīng shén shàng wèi huí	覺後精神尚未回
jué jiàng dú shé zhēng qū tiě	倔強毒蛇爭屈鐵
jué jiǎo qǐ shǒu bìng èr zhōu	厥角稽首並二州
jué jǐng liáng shí nán zài bìng	絕景良時難再並
jué jìng nán dào wéi wǒ gòng	絕境難到惟我共
jué jìng zì wàng qiān lǐ yuǎn	絕境自忘千里遠
jué jiù fàng kuàng cí yán yán	決就放曠辭炎炎
jué jù jiāng biān tà qīng bà	絕句江邊踏青罷
jué jué xī quán dào chù wén	決決溪泉到處聞
jué lái bù yǔ dào míng zuò	覺來不語到明坐
jué lái chóu chàng xiāo hún wù	覺來惆悵消魂誤
jué lái chuáng shàng xiào fān shēn	覺來床上笑番身
jué lái fǔ yǎng shī qiān jié	覺來俯仰失千劫
jué lái lèi dī xiāng jiāng shuǐ	覺來淚滴湘江水
jué lái luò bǐ bù jīng yì	覺來落筆不經意
jué lái mǎn yǎn shì hú shān	覺來滿眼是湖山
jué lái qù jiā sān bǎi lǐ	覺來去家三百里
jué lái shēn shì dōu shì mèng	覺來身世都是夢
jué lái wǔ gǔ rì sān gān	覺來五鼓日三竿
jué lái xiāng sī shēng bái fà	覺來相思生白髮
jué lái xìn shǒu bǐ yǐ wàng	覺來信手筆已忘
jué lái yōu mèng wú rén shuō	覺來幽夢無人說
jué lái yōu niǎo yǔ shēng yuè	覺來幽鳥語聲樂
jué lái yù wǎng xīn yōu rán	覺來欲往心悠然
jué lái zhèng shì píng jiē yǔ	覺來正是平階雨
jué lái zhī dǎ míng zhōng wèi	覺來知打明鍾未
jué lái zhī shì xū wú shì	覺來知是虛無事
jué lián zhū gě lóng zhōng yì	絕憐諸葛隆中意
jué lù bìng zhì ér bù qióng	爵祿並至而不窮
jué ní zé méi zú miè fū	蹶泥則沒足滅跗
jué ní zhuó luǎn fāng kě shí	攫麑啄卵方可食
jué pì guò yún kāi jǐn xiù	絕闢過雲開錦繡
jué pǐn nán féng jiù huà tú	絕品難逢舊畫圖
jué qiáng yòu cǐ píng jiāng huái	崛強又此憑江淮
jué qù hú bō shàng yǒu qíng	決去湖波尚有情
jué sāi chóu shí zǎo bì mén	絕塞愁時早閉門
jué shèng cāng gōng yǐn shàng chí	絕勝倉公飲上池
jué shèng wén chǎng zhàn yǐ hān	決勝文場戰已酣
jué shèng xīn kǔ guǎng sāo jīng	絕勝辛苦廣騷經
jué shèng xù bèi fèng hǎi tú	絕勝絮被縫海圖
jué shèng yān liǔ mǎn huáng dū	絕勝煙柳滿皇都
jué shèng yǒng xià chù shēn zèng	絕勝永夏處深甑
jué shèng zuì dǎo é méi fú	絕勝醉倒蛾眉扶
jué shì sān wǔ ài hóng zhuāng	絕世三五愛紅妝
jué shì xiāng jiāo shì liù nián	絕世相嬌是六年
jué shí zhěn xí fēi bì shān	覺時枕蓆非碧山
jué shuò jù ān shí chěng jiàn	矍鑠據鞍時騁健
jué tāng sòng zhòu xū kě wèi	嚼湯誦咒籲可畏
jué tī gēn zhū qióng mài lǚ	抉剔根株窮脈縷
jué tǔ tuán shā wèi cǐ nòng	攫土摶沙為此弄
jué wèi zì gāo yán jìn fèi	爵位自高言盡廢
jué xián bú wèi shí rén dàn	絕弦不為時人彈
jué xū yǐn cǐ wù fù cí	決須飲此勿復辭
jué xué yǐ shēng zhēn dìng huì	絕學已生真定惠
jué yá xiāng nèn là yú féi	蕨芽香嫩鯻魚肥
jué yá yǐ zuò xiǎo ér quán	蕨芽已作小兒拳
jué yì rú jūn tiān xià shǎo	絕藝如君天下少
jué yīng jiě dài yī wèi huān	絕纓解帶一為歡
jué yù cāng máng gèng hé yǒu	絕域蒼茫更何有
jué yù hé yóu dá fāng cùn	絕域何由達方寸
jué yù jiàng fù tiān xià píng	絕域降附天下平
jué yù sān guāng kōng zì xuán	絕域三光空自懸
jué yún zhōng duàn kāi qīng tiān	決雲中斷開青天
jué zhī cǐ shēn le fēi wú	覺知此身了非吾
jué zhī cǐ shì yào gōng xíng	絕知此事要躬行
jué zì kě xǐng qiān rì zuì	決眥可醒千日醉
jūn ài lóng chéng zhēng zhàn gōng	君愛龍城征戰功
jūn ān yǔ xiàng bó yǒu gù	君安與項伯有故
jūn bào hái qī zài zǎo chūn	君報還期在早春
jùn bēn zhí dòu shù xiū fāng	駿奔執豆庶羞芳
jūn bì hǎi jīng jīng làng lǐ	君避海鯨驚浪裡
jùn bǐ wú wén liǎn fū miào	峻筆無聞斂敷妙
jūn biān yún yōng qīng sī qí	君邊雲擁青絲騎
jūn bìng duō yōng wǒ xīng gū	君病多慵我興孤
jūn bú jiàn zhǎng ān qīng jiā	君不見長安卿家
jūn bù jù ān cháo yù dì	君不據鞍朝玉帝
jūn bù qiáng qǐ shí nán gèng	君不強起時難更
jūn bù yù xī rì jiāng wǎn	君不御兮日將晚
jūn cái bú yòng rú jiàn sōng	君才不用如澗松
jūn cái mǐn shàn jiān bǎi fū	君才敏贍兼百夫
jūn cái shǔ jǐn sān qiān zhàng	君材蜀錦三千丈
jūn cái yǒu rú qiè yù dāo	君才有如切玉刀
jùn cái zǎo zài cāng yīng shàng	俊才早在蒼鷹上
jūn chén bú zuò duō shí bié	君臣不作多時別
jūn chén chēng miàn yǒu yōu sè	君臣赬面有憂色
jūn chén dào hé é qǐng jiān	君臣道合俄頃間
jūn chén jù guān zhú jīng huī	君臣聚觀逐旌麾
jūn chén xiāng gù jìn zhān yī	君臣相顧盡沾衣
jūn chén xiāng lián jiā ài ēn	君臣相憐加愛恩
jūn chén yí yì jīn mén chǒng	君臣一意金門寵
jūn chén yǐ yǔ shí jì huì	君臣已與時際會
jūn chén yì zhòng yǔ tiān qī	君臣義重與天期
jūn chéng lóu gé suí gāo xià	軍城樓閣隨高下
jūn chēng míng shì kuā néng yǐn	君稱名士誇能飲
jūn chéng xǐ qì chè qīng míng	軍城喜氣徹青冥
jùn chéng xián zuò yǎng shuāng máo	郡城閒坐養霜毛
jùn chéng zì hé dāng yōu lǐ	郡丞自合當優禮
jūn chí guì jí qíng hé jí	君馳檜楫情何極
jūn chí wǒ jiàn xiàng hé xǔ	君持我劍向何許
jūn chí wú shuǐ zhù hán bì	軍持無水注寒碧
jūn chǔ gē xī qiè chǔ wǔ	君楚歌兮妾楚舞
jūn chuán nán hǎi cháng shēng yào	君傳南海長生藥
jūn cí míng zhǔ hàn jiāng bīn	君辭明主漢江濱
jūn cóng hé chù dé cǐ wù	君從何處得此物
jūn dàn néng lái xiāng wǎng huán	君但能來相往還
jūn dāng xiān xíng wǒ dài mǎn	君當先行我待滿
jūn dāng zhì jiǔ wǒ dāng hè	君當置酒我當賀
jūn dāng zì zhì qīng yún shàng	君當自致青雲上
jūn dào cháng shā jiàn jǐ rén	君到長沙見幾人
jūn dào gāo ān jǐ rì huí	君到高安幾日回
jūn dào lín qióng wèn jiǔ lú	君到臨邛問酒壚
jūn dào nán zhōng zì chēng měi	君到南中自稱美
jūn dào sōng yáng yín cǐ jù	君到嵩陽吟此句
jūn dào xiāng yáng mò huí huò	君到襄陽莫回惑
jūn dào xīn lín jiāng kǒu pō	君到新林江口泊
jūn dào yáng zhōu yáng zǐ huí	君到揚州揚子回
jūn dào yīng xiān sòng cǐ shī	君到應先誦此詩
jūn dé jiā yú zhì bīn xí	君得嘉魚置賓席
jùn dǐ fēng zhāng kāi jiàn zhāng	郡邸封章開建章
jūn dú gē hū zuì lián xiǎo	君獨歌呼醉連曉
jūn dú jìng hēi yǐ shāng xīn	君獨靜嘿以傷心
jūn dù nán tíng xiàng hú yuàn	君度南庭向胡苑
jūn dú wéi wàn shèng zhī zhǔ	君獨爲萬乘之主
jūn duō wù shí wǒ duō qíng	君多務實我多情
jūn ēn bǎo nuǎn jí ěr nú	君恩飽暖及爾孥
jūn ēn bú bì dōng liú shuǐ	君恩不閉東流水
jūn ēn bú jìn niàn wèi yǐ	君恩不盡念未已
jūn ēn hào dàng sì yáng chūn	君恩浩蕩似陽春
jūn ēn rú shuǐ liú bú duàn	君恩如水流不斷
jūn ēn rú shuǐ xiàng dōng liú	君恩如水向東流
jūn ēn yǐ duàn jìn chéng kōng	君恩已斷盡成空
jūn ēn yǐ qù ruò zài fǎn	君恩已去若再返
jūn ēn yóu kǒng zhuàng huái xiāo	君恩猶恐壯懷消
jūn ēn zhuàng jiàn yóu nán bào	君恩壯健猶難報
jūn ěr wéi wén táng shàng yán	君耳唯聞堂上言
jūn fāng bàng hǎi kàn chū rì	君方傍海看初日
jūn fāng duì jiǔ zhuì shī zhāng	君方對酒綴詩章
jūn fāng kè wú wǒ yóu chǔ	君方客吳我猶楚
jūn fāng kuà mǎ shè yuǎn dào	君方跨馬涉遠道
jūn fāng lùn dào chéng huá xūn	君方論道承華勳
jūn fāng sǎo xuě shōu sōng zǐ	君方掃雪收松子
jūn fāng yóu huàn cóng chén rǔ	君方遊宦從陳汝
jūn féng shèng zhǔ yóu dān quē	君逢聖主遊丹闕
jūn fù cái míng jiàn yì cháng	君富才明見亦常
jūn fú hóu yìn qǔ qǐ chí	軍符侯印取豈遲
jūn fù nán xíng qīng wàn lǐ	君復南行輕萬里
jūn fǔ wēi róng cóng dào shèng	軍府威容從道盛
jùn gé hé fáng zuì yù gōng	郡閣何妨醉玉觥
jùn gé liáo liáo bǐ yàn xián	郡閣寥寥筆硯閒
jūn gē qiě xiū tīng wǒ gē	君歌且休聽我歌
jūn gē shēng suān cí qiě kǔ	君歌聲酸辭且苦
jūn gé táo yuán bù xiá xún	菌閣桃源不暇尋
jūn gèng guān gāo xìng zhuǎn gū	君更官高興轉孤
jūn gèng tán shè hé wéi hū	君更彈射何為乎
jūn gèng wǎng qiú wú jià shǒu	君更往求無價手
jùn gōng dùn bí hǎo mó mò	郡公楯鼻好磨墨
jūn gū cáng yòng níng yú shén	君姑藏用凝於神
jùn gǔ fèng máo zhēn kě guì	駿骨鳳毛真可貴
jùn gǔ wú yóu quán jiǎo tù	俊鶻無由拳狡兔
jùn gǔ yīng cái qì xiù rán	俊骨英才氣褎然
jūn guī běi quē cháo tiān dì	君歸北闕朝天帝
jūn guī chèn wǒ jī shǔ yuē	君歸趁我雞黍約
jūn guī kě huàn yǔ jù lái	君歸可喚與俱來
jūn guī lǐng běi chū féng xuě	君歸嶺北初逢雪
jūn guī wéi wǒ dào xìng zì	君歸為我道姓字
jūn guò wǔ qiáo huí shǒu wàng	君過午橋回首望
jūn hái luò yì fēn míng jì	君還洛邑分明記
jūn hái qín dì cí yán jiǎo	君還秦地辭炎徼
jūn hé wéi hū yì huáng huáng	君何為乎亦遑遑
jūn hóu qiān xū bú zì gōng	君侯謙虛不自供
jūn huái yì pǐ hú wēi juàn	君懷一匹胡威絹
jūn huái yì qì hái dōng wú	君懷逸氣還東吳
jūn jì xiān zāi wǒ bù zāi	君既先栽我不栽
jūn jiā bái wǎn shèng shuāng xuě	君家白碗勝霜雪
jūn jiā bú jìn yuán xián zǐ	君家不盡緣賢子
jūn jiā chén tǔ wǒ jiā yún	君家塵土我家雲
jūn jiā chì biāo huà bù dé	君家赤驃畫不得
jūn jiā dà rén pín yǒu yán	君家大人頻有言
jūn jiā dào tián guān xī shǔ	君家稻田冠西蜀
jūn jiā dōng hé zuì yān liú	君家東合最淹留
jūn jiā guī gé bù céng nán	君家閨閣不曾難
jūn jiā jiā xué lòu xiàng rú	君家家學陋相如
jūn jiā jiù shì jiē qīng shǐ	君家舊事皆青史
jūn jiā kū sōng chū lǎo dí	君家枯松出老翟
jūn jiā lián piān jìn qīng xiāng	君家聯翩盡卿相
jūn jiā lián piān sān jiàng xiàng	君家聯翩三將相
jūn jiā liǎng háng shí èr zì	君家兩行十二字
jūn jiā luò yáng míng shí dà	君家洛陽名實大
jūn jiā nán guō bái yún lián	君家南郭白雲連
jūn jiā nóng zhòu wǒ kuáng gē	君家濃酎我狂歌
jūn jiā nǚ shǒu huà chūn fēng	君家女手化春風
jūn jiā qiū shí luó fú zhǒng	君家秋實羅浮種
jūn jiā shèng dé qǐ tú rán	君家盛德豈徒然
jūn jiā shí píng shuí wéi xiě	君家石屏誰爲寫
jūn jiā shù tóu duō hǎo zhī	君家樹頭多好枝
jūn jiā shuǐ qié bái yín sè	君家水茄白銀色
jūn jiā sì bì rú xiàng rú	君家四壁如相如
jūn jiā suǒ yǒu gèng zèng jūn	君家所有更贈君
jūn jiā tíng yuàn dé chūn duō	君家庭院得春多
jūn jiā wén lǜ guān xī jīng	君家文律冠西京
jūn jiā xīn zhì xuě kēng chá	君家新致雪坑茶
jūn jiā xiōng dì bù kě dāng	君家兄弟不可當
jūn jiā xiōng dì kuàng nán jīn	君家兄弟況南金
jūn jiā xiōng dì zhēn lián bì	君家兄弟真連璧
jūn jiā yán jūn yǒng pí hǔ	君家嚴君勇貔虎
jūn jiā yì hào yǒu hé gōng	君加邑號有何功
jūn jiā yǒu jiǔ wǒ hé chóu	君家有酒我何愁
jūn jiā yǒu tián shuǐ mào tián	君家有田水冒田
jūn jiā yù bì guàn tóng qīng	君家玉臂貫銅青
jūn jiā yù nǚ cóng xiǎo jiàn	君家玉女从小见
jūn jiā yuán xù bú shèn kǒu	君家元緒不慎口
jūn jiā zhǎng sōng shí mǔ yīn	君家長松十畝陰
jūn jiā zhòng táo huā wèi kāi	君家種桃花未開
jūn jiā zì shì chéng xī chù	君家自是成蹊處
jūn jiā zì yǒu yuán hé jiǎo	君家自有元和腳
jūn jiā zì yǔ zhú lín qí	君家自與竹林齊
jūn jiàn suí cháo gèng hé shì	君見隋朝更何事
jūn jiàn yú chuán shí jiè wèn	君見漁船時借問
jūn jiào wén tiān wǒ lì tiān	君叫聞天我戾天
jūn jīn bà guān zài hé chù	君今罷官在何處
jūn jīn bìng yǐ sān zhū shù	君今並倚三珠樹
jūn jīn bú xìng lí rén shì	君今不幸離人世
jūn jīn bú zuì jiāng ān guī	君今不醉將安歸
jūn jīn bú zuì yù ān guī	君今不醉欲安歸
jūn jīn dé yì yàn liáng ròu	君今得意厭粱肉
jūn jīn dú xǐng shuí yǔ yán	君今獨醒誰與言
jūn jīn hé chù fǎng tíng wéi	君今何處訪庭闈
jūn jīn jū zài wǒ gōng zhōng	君今居在我宮中
jūn jīn qǐ duò chūn jiāng liú	君今起柁春江流
jūn jīn qiáo cuì guī wú shí	君今憔悴歸無食
jūn jīn qǔ yǒu yóu qǔ shì	君今取友由取士
jūn jīn quàn wǒ jiǔ tài zuì	君今勸我酒太醉
jūn jīn shào zhuàng qǐ cháng pín	君今少壯豈長貧
jūn jīn shào zhuàng wǒ yǐ shuāi	君今少壯我已衰
jūn jīn xìng wèi chéng lǎo wēng	君今幸未成老翁
jūn jīn yè yè zuì hé chù	君今夜夜醉何處
jūn jīn yǐ chū fēn zhēng wài	君今已出紛爭外
jūn jīn yǐ fǎn wǒ zhèng lái	君今已反我正來
jūn jīn yǐ zuì wǒ cuō tuó	君今已醉我蹉跎
jūn jīn yòu zuò lǐng nán bié	君今又作嶺南別
jūn jīn yuǎn pīng fèng míng sì	君今遠娉奉明祀
jūn jīn zhuàng suì shōu kē dì	君今壯歲收科第
jūn jū sān shí liù fēng dōng	君居三十六峰東
jūn jù xióng huá bù kǔ bēi	君句雄華不苦悲
jūn kàn àn biān cāng shí shàng	君看岸邊蒼石上
jūn kàn bái fà sòng jīng zhě	君看白髮誦經者
jūn kàn chū méi fēi wú yì	君看出沒非無意
jūn kàn dì zǐ fú jiāng rì	君看帝子浮江日
jūn kàn dù kǒu táo shā chù	君看渡口淘沙處
jūn kàn fān fù fǔ yǎng jiān	君看翻覆俯仰間
jūn kàn fēng shàng bān bān zhú	君看峯上斑斑竹
jūn kàn jīn cuì wú yán sè	君看金翠無顏色
jūn kàn jiù rì gāo tái chù	君看舊日高臺處
jūn kàn jù jìn cháo bǎi chuān	君看巨浸朝百川
jūn kàn lǎo dà féng huā shù	君看老大逢花樹
jūn kàn liú láng zuì duō zhì	君看劉郎最多智
jūn kàn liù yuè hé wú shuǐ	君看六月河無水
jūn kàn lóng wěi qǐ shí cái	君看龍尾豈石材
jūn kàn míng zài dān tái zhě	君看名在丹臺者
jūn kàn mò shàng hé rén mù	君看陌上何人墓
jūn kàn pān yuè jǐ jīng shuāng	君看潘岳幾莖霜
jūn kàn sān dài shì zhí zhì	君看三代士執雉
jūn kàn shuǐ shàng fú róng sè	君看水上芙蓉色
jūn kàn tā shí bīng xuě róng	君看他時冰雪容
jūn kàn wèi dì yè dōu lǐ	君看魏帝鄴都裏
jūn kàn wéi hài qiǎn shēn jiān	君看為害淺深間
jūn kàn xī rì rǔ nán shì	君看昔日汝南市
jūn kàn yǎn qián guāng yīn cù	君看眼前光陰促
jūn kàn yè yè dāng chuāng yuè	君看夜夜當窗月
jūn kàn yīng sǔn jù kān jī	君看鷹隼俱堪擊
jūn kàn yǒng shū yǔ yuán zhī	君看永叔與元之
jūn kàn yuè xià cēn cī yǐng	君看月下參差影
jūn kàn zhèng gǔ qù yín yuán	君看鄭谷去夤緣
jūn kěn xīn kǔ yuè jiāng hú	君肯辛苦越江湖
jūn kuā míng hè wǒ míng yuān	君誇名鶴我名鳶
jūn kuāng shèng zhǔ fāng xíng dào	君匡聖主方行道
jūn lái bú yòng fēi shū bào	君來不用飛書報
jūn lái dào shě shì wū lì	君來到舍是烏力
jūn lái kòu mén rú yǒu qiú	君來扣門如有求
jūn lái zhèng shì mián shí jié	君來正是眠時節
jūn lì zhí biān cuī zuò chí	軍吏執鞭催作遲
jūn lìng fēn míng shù jǔ bēi	軍令分明數舉杯
jūn lìng wèi wén zhū mǎ sù	軍令未聞誅馬謖
jūn liú luò běi chóu mèng sī	君留洛北愁夢思
jūn liú tì xī qiè duàn cháng	君流涕兮妾斷腸
jùn lóu duì wán qiān fēng yuè	郡樓對玩千峰月
jūn lù jūn shuāng biāo shèng rǎng	均露均霜標勝壤
jūn lǚ yuè shī cái bù dé	軍旅閱詩裁不得
jùn mǎ cāng tóu rú jǐ yǒu	駿馬蒼頭如己有
jùn mǎ cháng míng běi fēng qǐ	駿馬長鳴北風起
