shū luǎn guǎn ái	輸卵管癌
è kǒu xiàn chóng bìng	齶口線蟲病
è kǒu xiàn chóng bìng	顎口線蟲病
è liáng xìng zhǒng liú	齶良性腫瘤
è liè xiū bǔ shù	齶裂修補術
è liè xiū bǔ shù	顎裂修補術
è liè xiū fù shù	齶裂修復術
è liú qiē chú shù	齶瘤切除術
è lòu xiū bǔ shù	齶瘻修補術
è nián mó yán zhèng	齶黏膜炎症
è rǔ tóu náng zhǒng	齶乳頭囊腫
é shāi dòu nóng zhǒng	額篩竇膿腫
è xìng hóu zhǒng liú	惡性喉腫瘤
è xìng hùn hé liú	惡性混合瘤
è xìng yàn zhǒng liú	惡性咽腫瘤
è xìng yuán zhù liú	惡性圓柱瘤
è xìng zhōng shèn liú	惡性中腎瘤
è yàn chéng xíng shù	齶咽成形術
é yè qián jìng mài	額葉前靜脈
è yè zhì lián chuāng	惡液質臁瘡
è zhèng zhōng náng zhǒng	齶正中囊腫
é zú xuán diào shù	鵝足懸吊術
ēn gé màn shì bìng	恩格曼氏病
ēn qiáo tuī lā bìng	恩喬推拉病
ěr bù zōng hé zhēng	耳部綜合徵
ěr dài zhuàng pào zhěn	耳帶狀皰疹
èr fēn jǐ zhuī zhèng	二分脊椎症
ěr huán shū qì guǎn	耳環輸氣管
ěr jiǎ chéng xíng shù	耳甲成形術
ěr ké liú tán bìng	耳殼流痰病
ěr kuò chóng jiàn shù	耳廓重建術
ěr kuò jiàn zào shù	耳廓建造術
ěr kuò kuò chuàng shù	耳廓擴創術
ěr kuò wú jī xíng	耳廓無畸形
ěr náng zào lòu shù	耳囊造瘻術
ěr niè zōng hé zhēng	耳顳綜合徵
ěr qián lín bā jié	耳前淋巴結
ěr shén jīng zǔ zhì	耳神經阻滯
èr shì zōng hé zhēng	二氏綜合徵
ěr shí zōng hé zhēng	耳石綜合徵
ěr shuǐ pào pí yán	耳水疱皮炎
ér tóng bēng jiě zhèng	兒童崩解症
ěr wō shén jīng hé	耳蝸神經核
ěr xià lín bā jié	耳下淋巴結
ěr yá zōng hé zhēng	耳牙綜合徵
ěr yàn gǔ guǎn yán	耳咽鼓管炎
ěr yuán xìng nǎo yán	耳源性腦炎
ěr zhàng ěr bì bìng	耳脹耳閉病
fǎ bù ruì shì zhèng	法布瑞氏症
fǎ fú èr shì bìng	法福二氏病
fǎ lǔ sì lián zhèng	法魯四聯症
fǎ luò sì lián zhèng	法洛四聯症
fā méi gān cǎo bìng	發霉乾草病
fā nǎo zōng hé zhēng	發腦綜合徵
fā zhěn xìng huáng liú	發疹性黃瘤
fā zuò xìng shuì bìng	發作性睡病
fàn ài èr shì bìng	範艾二氏病
fǎn chú zōng hé zhēng	反芻綜合徵
fán dà yī zhì bìng	凡大醫治病
fàn fā xìng shī zhěn	泛發性濕疹
fǎn liú xìng shèn bìng	反流性腎病
fǎn liú xìng wèi yán	反流性胃炎
fàn yǒu zōng hé zhēng	飯友綜合徵
fáng hú èr shì bìng	房胡二氏病
fáng jiǎo fēn lí shù	房角分離術
fáng quē xiū bǔ shù	房缺修補術
fáng quē xiū fù shù	房缺修復術
fàng shè xìng kǒu yán	放射性口炎
fáng zhǐ bìng fā zhèng	防止並發症
fáng zhì bìng fā zhèng	防治並發症
féi ā èr shì bìng	肥阿二氏病
fèi ā mǐ bā bìng	肺阿米巴病
fèi bāo chóng náng zhǒng	肺包蟲囊腫
féi cè jī jiàn yán	腓側肌腱炎
féi dà xìng shī zhěn	肥大性濕疹
féi dà xìng wèi yán	肥大性胃炎
féi dà xìng yān yán	肥大性咽炎
féi dà xìng yín yán	肥大性齦炎
fèi dòng jìng mài lòu	肺動靜脈瘺
fèi duàn qiē chú shù	肺段切除術
fèi duàn zhī qì guǎn	肺段支氣管
fèi è xìng zhǒng liú	肺惡性腫瘤
fèi fàng xiàn jūn bìng	肺放線菌病
fèi fèi zōng hé zhēng	狒狒綜合徵
fèi gān fēng rè zhèng	肺肝風熱證
fèi gōng xíng chóng bìng	肺弓形蟲病
fèi gōng xíng tǐ bìng	肺弓形體病
féi gǔ huó jiǎn shù	腓骨活檢術
féi hòu xìng bí yán	肥厚性鼻炎
féi hòu xìng wèi yán	肥厚性胃炎
fèi huá mó ròu liú	肺滑膜肉瘤
fèi jí qiú yòu bìng	肺棘球蚴病
fèi jì shēng chóng bìng	肺寄生蟲病
fèi jiǎ xìng zhǒng liú	肺假性腫瘤
fèi jiǎn róng shǒu shù	肺減容手術
fèi jīng rè shèng zhèng	肺經熱盛證
fèi jīng shòu rè zhèng	肺經受熱證
fèi jīng yù huǒ zhèng	肺經鬱火證
fèi jīng yū zǔ zhèng	肺經瘀阻證
fèi jīng yùn rè zhèng	肺經蘊熱證
fèi jīng zào rè zhèng	肺經燥熱證
fēi lā tuō fū bìng	菲拉托夫病
fēi lè èr shì bìng	菲勒二氏病
fèi liáng xìng zhǒng liú	肺良性腫瘤
fèi luò bú chàng zhèng	肺絡不暢證
fèi máo méi jūn bìng	肺毛黴菌病
fèi náng chóng fèi yán	肺囊蟲肺炎
fèi náng xìng jí bìng	肺囊性疾病
fèi niàn zhū jūn bìng	肺念珠菌病
fèi nuò kǎ jūn bìng	肺諾卡菌病
fèi páo jié zā shù	肺庖結紮術
fèi pào xì bāo ái	肺泡細胞癌
fèi pào xìng xiàn ái	肺泡性腺癌
fèi pēi xì bāo liú	肺胚細胞瘤
fèi pí jī rè zhèng	肺脾積熱證
fèi pí liǎng xū zhèng	肺脾兩虛證
fèi pí qi xū zhèng	肺脾氣虛證
fèi pí shī rè zhèng	肺脾濕熱證
fèi qì shuāi jié zhèng	肺氣衰竭證
fèi qì yù bì zhèng	肺氣鬱痹證
fēi qǔ xìng jí bìng	非齲性疾病
fèi rè fā zhěn zhèng	肺熱發疹證
fèi rè jīn shāng zhèng	肺熱津傷證
fèi rè kàng shèng zhèng	肺熱亢盛證
fèi rè qì yōng zhèng	肺熱氣壅證
fèi rè shàng yù zhèng	肺熱上鬱證
fèi rè shī xuān zhèng	肺熱失宣證
fèi rè xià yí zhèng	肺熱下移證
fèi rè yí cháng zhèng	肺熱移腸證
fèi rè yōng shèng zhèng	肺熱壅盛證
fèi shàng xià jìng mài	肺上下靜脈
fèi shě zōng hé zhēng	費舍綜合徵
fèi shèn liǎng xū zhèng	肺腎兩虛證
fèi shèn qì xū zhèng	肺腎氣虛證
fèi shèn yáng xū zhèng	肺腎陽虛證
fèi shèn yīn xū zhèng	肺腎陰虛證
fèi shèn zōng hé zhēng	肺腎綜合徵
fèi sī èr shì bìng	費斯二氏病
fēi tè yì xìng liú	非特異性瘤
fèi tòu míng mó bìng	肺透明膜病
fèi tǔ lā jūn bìng	肺土拉菌病
fèi wèi bú gù zhèng	肺衛不固證
fèi wèi jī rè zhèng	肺胃積熱證
fèi wèi qì xū zhèng	肺衛氣虛證
fèi wèi rè shèng zhèng	肺胃熱盛證
fèi wèi shí rè zhèng	肺胃實熱證
fèi wèi shī rè zhèng	肺胃濕熱證
fèi wèi yīn shāng zhèng	肺胃陰傷證
fèi wèi yùn rè zhèng	肺胃蘊熱證
fèi wèi zào rè zhèng	肺胃燥熱證
fèi xiǎo dòng mài yán	肺小動脈炎
fèi xiǎo xuè guǎn yán	肺小血管炎
fèi xìng xīn zàng bìng	肺性心臟病
fēi xiū èr shì zhēng	菲休二氏徵
fèi xū bú gù zhèng	肺虛不固證
fèi xū gǎn hán zhèng	肺虛感寒證
fèi xū xié zhì zhèng	肺虛邪滯證
fèi xuè guǎn jī xíng	肺血管畸形
fèi xuè xī chóng bìng	肺血吸蟲病
fèi yá shēng jūn bìng	肺芽生菌病
fèi yán chuǎn sòu bìng	肺炎喘嗽病
fèi yán xìng jiǎ liú	肺炎性假瘤
fèi yè qiē chú shù	肺葉切除術
fèi yè xiū bǔ shù	肺葉修補術
fèi yè zhī qì guǎn	肺葉支氣管
fèi yīn bù zú zhèng	肺陰不足證
fèi yīn huǒ wàng zhèng	肺陰火旺證
fèi yīn kuī hào zhèng	肺陰虧耗證
fèi yīn kuī xū zhèng	肺陰虧虛證
fèi yǐn qiú jūn bìng	肺隱球菌病
fèi zàng kuī xū zhèng	肺臟虧虛證
fèi zào cháng bì zhèng	肺燥腸閉證
fèi zào cháng rè zhèng	肺燥腸熱證
fèi zào jīn shāng zhèng	肺燥津傷證
fèi zào shāng yīn zhèng	肺燥傷陰證
fèi zào yù rè zhèng	肺燥鬱熱證
fèn biàn kǒng jù zhèng	糞便恐懼症
fèn biàn shì hào zhèng	糞便嗜好症
fěn cì qù chú shù	粉刺去除術
fèn dǎn sù jiǎn chá	糞膽素檢查
fēn guāng shè yǐng shù	分光攝影術
fěn liú qiē chú shù	粉瘤切除術
fēn qī xìng shǒu shù	分期性手術
fēn zhī gǎn jūn bìng	分枝桿菌病
fēng chì chuāng yí bìng	風赤瘡痍病
fēng dòng tán zǔ zhèng	風動痰阻證
fēng dú rù lǐ zhèng	風毒入裏證
fēng dú zài biǎo zhèng	風毒在表證
fēng hán bì fèi zhèng	風寒閉肺證
fēng hán bì zǔ zhèng	風寒痹阻證
fēng hán fàn fèi zhèng	風寒犯肺證
fēng hán fàn mù zhèng	風寒犯目證
fēng hán huà rè zhèng	風寒化熱證
fēng hán shī bì zhèng	風寒濕痹證
fēng hán shī xié zhèng	風寒濕邪證
fēng hán shī zǔ zhèng	風寒濕阻證
fēng hán shù biǎo zhèng	風寒束表證
fēng hán shù fèi zhèng	風寒束肺證
fēng hán wài xí zhèng	風寒外襲證
fēng hán xí biǎo zhèng	風寒襲表證
fēng hán xí fèi zhèng	風寒襲肺證
fēng hán xí hóu zhèng	風寒襲喉證
fēng hán zǔ luò zhèng	風寒阻絡證
fēng huǒ bì qiào zhèng	風火蔽竅證
fēng huǒ gōng mù zhèng	風火攻目證
fēng huǒ nèi dòng zhèng	風火內動證
fēng huǒ shàng gōng zhèng	風火上攻證
fēng huǒ shàng rǎo zhèng	風火上擾證
fēng huǒ shàng yán zhèng	風火上炎證
féng jí ěr shì bìng	馮吉爾氏病
fēng lún chì dòu bìng	風輪赤豆病
fēng rè bì fèi zhèng	風熱閉肺證
fēng rè dú yùn zhèng	風熱毒蘊證
fēng rè fàn fèi zhèng	風熱犯肺證
fēng rè fàn hóu zhèng	風熱犯喉證
fēng rè huà huǒ zhèng	風熱化火證
fēng rè jù shèng zhèng	風熱俱盛證
fēng rè kè jiǎn zhèng	風熱客瞼證
fēng rè piān shèng zhèng	風熱偏盛證
fēng rè shàng fàn zhèng	風熱上犯證
fēng rè shàng gōng zhèng	風熱上攻證
fēng rè shāng luò zhèng	風熱傷絡證
fēng rè shàng rǎo zhèng	風熱上擾證
fēng rè tán dú zhèng	風熱痰毒證
fēng rè tán níng zhèng	風熱痰凝證
fēng rè tíng liú zhèng	風熱停留證
fēng rè wài fàn zhèng	風熱外犯證
fēng rè wài qīn zhèng	風熱外侵證
fēng rè wài xí zhèng	風熱外襲證
fēng rè xí biǎo zhèng	風熱襲表證
fēng rè xí fèi zhèng	風熱襲肺證
fēng rè xié dú zhèng	風熱邪毒證
fēng rè yì dú zhèng	風熱疫毒證
fēng rè yōng mù zhèng	風熱壅目證
fēng rè yōng shèng zhèng	風熱壅盛證
fēng rè yùn fū zhèng	風熱蘊膚證
fēng rè yùn jī zhèng	風熱蘊肌證
fēng rè zài biǎo zhèng	風熱在表證
fēng rè zǔ luò zhèng	風熱阻絡證
fēng shāng cháng luò zhèng	風傷腸絡證
fēng shèng pí xū zhèng	風盛脾虛證
fēng shèng xuè zào zhèng	風盛血燥證
fēng shī dú jù zhèng	風濕毒聚證
fēng shī huà huǒ zhèng	風濕化火證
fēng shī huà rè zhèng	風濕化熱證
fēng shī líng mù zhèng	風濕凌目證
fēng shī rè shèng zhèng	風濕熱盛證
fēng shī rè yù zhèng	風濕熱鬱證
fēng shī xìng jī yán	風濕性肌炎
fēng shī xìng xīn jī	風濕性心肌
fēng shī xìng zǐ diàn	風濕性紫癜
fēng shī yù rè zhèng	風濕鬱熱證
fēng shī yùn fū zhèng	風濕蘊膚證
fēng shī yùn jié zhèng	風濕蘊結證
fēng shī zhì biǎo zhèng	風濕滯表證
fēng shuǐ fàn làn zhèng	風水氾濫證
fēng shuǐ xiāng bó zhèng	風水相搏證
fēng tán bì qiào zhèng	風痰閉竅證
fēng tán bì zǔ zhèng	風痰閉阻證
fēng tán rù luò zhèng	風痰入絡證
fēng tán shàng gōng zhèng	風痰上攻證
fēng tán shàng rǎo zhèng	風痰上擾證
fēng tán yū xuè zhèng	風痰瘀血證
fēng tán zǔ luò zhèng	風痰阻絡證
fēng wēn fèi rè bìng	風溫肺熱病
fēng wō zǔ zhī yán	蜂窩組織炎
fēng xié fàn ěr zhèng	風邪犯耳證
fēng xié fàn fèi zhèng	風邪犯肺證
fēng xié piān shèng zhèng	風邪偏盛證
fēng xié qīn xí zhèng	風邪侵襲證
fēng xié wài xí zhèng	風邪外襲證
fēng xié xí biǎo zhèng	風邪襲表證
fēng xié xí luò zhèng	風邪襲絡證
fēng xié zǔ luò zhèng	風邪阻絡證
fēng yán rè dú zhèng	風炎熱毒證
fēng yáng nèi dòng zhèng	風陽內動證
fēng yáng tán huǒ zhèng	風陽痰火證
fēng zào shāng fèi zhèng	風燥傷肺證
fēng zhěn xìng fèi yán	風疹性肺炎
fēng zhěn zōng hé zhèng	風疹綜合症
fēng zhòng yú rè zhèng	風重於熱證
fó ní ěr shì zhèng	佛尼爾氏症
fú āi zōng hé zhēng	福埃綜合徵
fù bàn qí jìng mài	副半奇靜脈
fù bì chéng xíng shù	腹壁成形術
fù bì duō zhī zhèng	腹壁多脂症
fù bì huó jiǎn shù	腹壁活檢術
fù bì kǒng shén jīng	副閉孔神經
fù bì páng guāng lòu	腹壁膀胱瘻
fù bì qiǎn dòng mài	腹壁淺動脈
fù bì qiǎn jìng mài	腹壁淺靜脈
fù bì ròu yá zhǒng	腹壁肉芽腫
fù bì shàng dòng mài	腹壁上動脈
fù bì shàng jìng mài	腹壁上靜脈
fù bì xià dòng mài	腹壁下動脈
fù bì xià jìng mài	腹壁下靜脈
fù bì xiū bǔ shù	腹壁修補術
fù bì xuè guǎn liú	腹壁血管瘤
fù bì yǐn liú shù	腹壁引流術
fù bì zào kǒu shù	腹壁造口術
fù bì zhěng fù shù	腹壁整復術
fù bì zhěng xíng shù	腹壁整形術
fù bù nèi shāng bìng	腹部內傷病
fù bù xiàn jiǎn chá	腹部線檢查
fù bù zhōng hán zhèng	腹部中寒證
fù cè bèi gài qū	腹側被蓋區
fù cè hū xī zǔ	腹側呼吸組
fù cè wǎng zhuàng hé	腹側網狀核
fù ěr qiē chú shù	付耳切除術
fù ěr qiē chú shù	副耳切除術
fù ěr zhāi chú shù	副耳摘除術
fù fā xìng kǒu yán	復發性口炎
fù fàng xiàn jūn bìng	腹放線菌病
fú fú èr shì bìng	福福二氏病
fù gài de shén jīng	覆蓋的神經
fù gài kěn hóng zhǒng	復蓋齦紅腫
fù gāo gāo wán yán	附睾睾丸炎
fù gāo lèi xiàn liú	附睾類腺瘤
fù gāo náng xiàn liú	附睾囊腺瘤
fù gāo qiē chú shù	附睾切除術
fù gāo ròu yá zhǒng	附睾肉芽腫
fù gǔ gōu nóng zhǒng	腹股溝膿腫
fú hè èr shì zhēng	伏赫二氏徵
fù hé xìng lèi ái	複合性類癌
fú huò zōng hé zhēng	弗霍綜合徵
fù jí zōng hé zhēng	復極綜合徵
fù jiǎ zhuàng jī sù	副甲狀激素
fù jiāo gǎn shén jīng	副交感神經
fǔ jīn sǔn gǔ zhèng	腐筋損骨證
fú kěn zōng hé zhēng	福肯綜合徵
fù kǒng tāo chóng bìng	復孔絛蟲病
fú lā yà ní bìng	弗拉亞尼病
fú lài bó gé bìng	弗賴伯格病
fú lài zōng hé zhēng	弗賴綜合徵
fù lán kè lín bìng	富蘭克林病
fù liè xiū bǔ shù	腹裂修補術
fù luǎn cháo náng zhǒng	副卵巢囊腫
fù mó bāo guǒ shù	腹膜包裹術
fù mó cì jī zhēng	腹膜刺激徵
fù mó cóng fù bì	腹膜從腹壁
fù mó féng hé shù	腹膜縫合術
fù mó hòu nóng zhǒng	腹膜後膿腫
fù mó hòu xuè zhǒng	腹膜後血腫
fù mó hòu zhǒng wù	腹膜後腫物
fù mó huó jiǎn shù	腹膜活撿術
fù mó jí huì yīn	腹膜及會陰
fù mó jiān pí liú	腹膜間皮瘤
fù mó jié gòu shì	腹膜結構是
fù mó qiē kāi shù	腹膜切開術
fù mó tòu xī guǎn	腹膜透析管
fù mó tòu xī yè	腹膜透析液
fù mó wài jiān xì	腹膜外間隙
fù mó wài jīn mó	腹膜外筋膜
fù mó wài qì guān	腹膜外器官
fù mó xiū bǔ shù	腹膜修補術
fù mó zēng shēng zhèng	腹膜增生症
fù pí qiē chú shù	副脾切除術
fù pí xià jìng mài	腹皮下靜脈
fǔ qì bù tōng zhèng	腑氣不通證
fù qián bì fù mó	腹前壁腹膜
fù qiāng chā guǎn shù	腹腔插管術
fù qiāng chuān cì shù	腹腔穿刺術
fù qiāng dòng mài liú	腹腔動脈瘤
fù qiāng fēn liú shù	腹腔分流術
fù qiāng gàn guàn zhù	腹腔幹灌注
fù qiāng jī tāi liú	腹腔畸胎瘤
fù qiāng jiǎ náng zhǒng	腹腔假囊腫
fù qiāng jìng jiǎn shù	腹腔鏡檢術
fù qiāng lín bā jié	腹腔淋巴結
fù qiāng shén jīng cóng	腹腔神經叢
fù qiāng shén jīng jié	腹腔神經節
fù qiāng yǐn liú guǎn	腹腔引流管
fù qiāng yǐn liú shù	腹腔引流術
fù qiāng zhī fáng liú	腹腔脂肪瘤
fù rǔ qiē chú shù	副乳切除術
fù rǔ xiàn xiàn bìng	副乳腺腺病
fù shén jīng jí huàn	副神經疾患
fù shén jīng jié liàn	腹神經節鏈
fù shén jīng jié liú	副神經節瘤
fù shèn qiē chú shù	副腎切除術
fù shèn qiē chú shù	附腎切除術
fú shī èr shì bìng	伏施二氏病
fǔ shí rè jié zhèng	腑實熱結證
fǔ shí yīn shāng zhèng	腑實陰傷證
fù shuǐ zhuǎn liú shù	腹水轉流術
fú wén èr shì zhēng	伏文二氏徵
fú xiè èr shì bìng	弗謝二氏病
fù xiè xìng cháng yán	腹瀉性腸炎
fù xìng gōu lóu bìng	腹性佝僂病
fú xíng xìng pí yán	匐行性皮炎
fú xíng yíng qū bìng	匐行蠅蛆病
fù yǎ èr shì zhēng	富雅二氏徵
fù zhǔ dòng mài liú	腹主動脈瘤
gài sī bó kè bìng	蓋斯伯克病
gài wéi èr shì bìng	蓋韋二氏病
gài zhì chén zhuó zhèng	鈣質沉着症
gān ā mǐ bā bìng	肝阿米巴病
gān bìng gōng yǎn zhèng	疳病攻眼症
gān dǎn huǒ chì zhèng	肝膽火熾證
gān dǎn huǒ rè zhèng	肝膽火熱證
gān dǎn huǒ shèng zhèng	肝膽火盛證
gān dǎn huǒ wàng zhèng	肝膽火旺證
gān dǎn yù rè zhèng	肝膽鬱熱證
gān dǎn yū zǔ zhèng	肝膽瘀阻證
gān duàn qiē chú shù	肝段切除術
gān duō fā náng zhǒng	肝多發囊腫
gān è xìng zhǒng liú	肝惡性腫瘤
gān fèi rè shèng zhèng	肝肺熱盛證
gān fèi zōng hé zhēng	肝肺綜合徵
gān fēng nèi dòng zhèng	肝風內動證
gān guǎn chéng xíng shù	肝管成形術
gān guǎn huí chóng bìng	肝管蛔蟲病
gān guǎn kuò zhāng shù	肝管擴張術
gān guǎn qiē chú shù	肝管切除術
gān guǎn yǐn liú shù	肝管引流術
gàn hóu xù lián zhèng	幹骺續連症
gān huǒ chì shèng zhèng	肝火熾盛證
gān huǒ fàn fèi zhèng	肝火犯肺證
gān huǒ fàn wèi zhèng	肝火犯胃證
gān huǒ kàng shèng zhèng	肝火亢盛證
gān huǒ liú jīn zhèng	肝火流筋證
gān huǒ shàng rǎo zhèng	肝火上擾證
gān huǒ shàng yán zhèng	肝火上炎證
gān huǒ shī rè zhèng	肝火濕熱證
gān huǒ tán rè zhèng	肝火痰熱證
gān huǒ wàng shèng zhèng	肝火旺盛證
gān jī shàng mù bìng	疳積上目病
gān jīng fēng rè zhèng	肝經風熱證
gān jīng huǒ shèng zhèng	肝經火盛證
gān jīng jī rè zhèng	肝經積熱證
gān jīng rè shèng zhèng	肝經熱盛證
gān jīng shī rè zhèng	肝經濕熱證
gān jīng yù huǒ zhèng	肝經鬱火證
gān jīng yù rè zhèng	肝經鬱熱證
gǎn jué xiāng lián zhèng	感覺相連症
gān liáng xìng zhǒng liú	肝良性腫瘤
gān mén jìng mài xì	肝門靜脈系
gān mù fàn wèi zhèng	肝木犯胃證
gān mǔ xì bāo liú	肝母細胞瘤
gān nán èr shì bìng	甘南二氏病
gān pí bù tiáo zhèng	肝脾不調證
gān pí kuī xū zhèng	肝脾虧虛證
gān pí liǎng xū zhèng	肝脾兩虛證
gān pí qì yù zhèng	肝脾氣鬱證
gān pí qì zhì zhèng	肝脾氣滯證
gān pí shī huǒ zhèng	肝脾濕火證
gān pí shī rè zhèng	肝脾濕熱證
gān pí xuè yū zhèng	肝脾血瘀證
gān piàn xī chóng bìng	肝片吸蟲病
gān qì chéng pí zhèng	肝氣乘脾證
gān qì fàn wèi zhèng	肝氣犯胃證
gān qì yù jié zhèng	肝氣鬱結證
gān qì yù zhì zhèng	肝氣鬱滯證
gǎn rǎn xìng jī yán	感染性肌炎
gǎn rǎn xìng yán zhèng	感染性炎症
gān rè shàng rǎo zhèng	肝熱上擾證
gǎn shāng jiàn yǎn zhèng	感傷健眼證
gān shèn bù zú zhèng	肝腎不足證
gān shèn kuī sǔn zhèng	肝腎虧損證
gān shèn kuī xū zhèng	肝腎虧虛證
gān shèn liǎng kuī zhèng	肝腎兩虧證
gān shèn liǎng xū zhèng	肝腎兩虛證
gān shèn yīn xū zhèng	肝腎陰虛證
gān shèn zōng hé zhēng	肝腎綜合徵
gān táng chǔ jī zhèng	肝糖儲積症
gān táng xù jī zhèng	肝糖蓄積症
gān wàng pí kùn zhèng	肝旺脾困證
gān wàng pí xū zhèng	肝旺脾虛證
gān wèi bù hé zhèng	肝胃不和證
gān wèi qì zhì zhèng	肝胃氣滯證
gān wèi xū hán zhèng	肝胃虛寒證
gān wèi yīn xū zhèng	肝胃陰虛證
gān wèi yù rè zhèng	肝胃鬱熱證
gān xì bāo ái zhèng	肝細胞癌症
gān xì bāo xiàn liú	肝細胞腺瘤
gān xīn zōng hé zhēng	肝心綜合徵
gān xìng jǐ suǐ bìng	肝性脊髓病
gān xìng jiǎo qì bìng	乾性腳氣病
gān xìng táng niào bìng	肝性糖尿病
gān xìng xiōng mó yán	乾性胸膜炎
gān xuè bù zú zhèng	肝血不足證
