shū luǎn guǎn ái	输卵管癌
è xìng yàn zhǒng liú	恶性咽肿瘤
è xìng yuán zhù liú	恶性圆柱瘤
è xìng zhōng shèn liú	恶性中肾瘤
è yàn chéng xíng shù	腭咽成形术
é yè qián jìng mài	额叶前静脉
è yè zhì lián chuāng	恶液质臁疮
è zhèng zhōng náng zhǒng	腭正中囊肿
é zú xuán diào shù	鹅足悬吊术
ēn gé màn shì bìng	恩格曼氏病
ēn qiáo tuī lā bìng	恩乔推拉病
ěr bù zōng hé zhēng	耳部综合征
ěr dài zhuàng pào zhěn	耳带状疱疹
èr fēn jǐ zhuī zhèng	二分脊椎症
ěr huán shū qì guǎn	耳环输气管
ěr jiǎ chéng xíng shù	耳甲成形术
ěr ké liú tán bìng	耳壳流痰病
ěr kuò chóng jiàn shù	耳廓重建术
ěr kuò jiàn zào shù	耳廓建造术
ěr kuò kuò chuàng shù	耳廓扩创术
ěr kuò wú jī xíng	耳廓无畸形
ěr náng zào lòu shù	耳囊造瘘术
ěr niè zōng hé zhēng	耳颞综合征
ěr qián lín bā jié	耳前淋巴结
ěr shén jīng zǔ zhì	耳神经阻滞
èr shì zōng hé zhēng	二氏综合征
ěr shí zōng hé zhēng	耳石综合征
ěr shuǐ pào pí yán	耳水疱皮炎
ér tóng bēng jiě zhèng	儿童崩解症
ěr wō shén jīng hé	耳蜗神经核
ěr xià lín bā jié	耳下淋巴结
ěr yá zōng hé zhēng	耳牙综合征
ěr yàn gǔ guǎn yán	耳咽鼓管炎
ěr yuán xìng nǎo yán	耳源性脑炎
ěr zhàng ěr bì bìng	耳胀耳闭病
fǎ bù ruì shì zhèng	法布瑞氏症
fǎ fú èr shì bìng	法福二氏病
fǎ lǔ sì lián zhèng	法鲁四联症
fǎ luò sì lián zhèng	法洛四联症
fā méi gān cǎo bìng	发霉干草病
fā nǎo zōng hé zhēng	发脑综合征
fā zhěn xìng huáng liú	发疹性黄瘤
fā zuò xìng shuì bìng	发作性睡病
fàn ài èr shì bìng	范艾二氏病
fǎn chú zōng hé zhēng	反刍综合征
fán dà yī zhì bìng	凡大医治病
fàn fā xìng shī zhěn	泛发性湿疹
fǎn liú xìng shèn bìng	反流性肾病
fǎn liú xìng wèi yán	反流性胃炎
fàn yǒu zōng hé zhēng	饭友综合征
fáng hú èr shì bìng	房胡二氏病
fáng jiǎo fēn lí shù	房角分离术
fáng quē xiū bǔ shù	房缺修补术
fáng quē xiū fù shù	房缺修复术
fàng shè xìng kǒu yán	放射性口炎
fáng zhǐ bìng fā zhèng	防止并发症
fáng zhì bìng fā zhèng	防治并发症
féi ā èr shì bìng	肥阿二氏病
fèi ā mǐ bā bìng	肺阿米巴病
fèi bāo chóng náng zhǒng	肺包虫囊肿
féi cè jī jiàn yán	腓侧肌腱炎
féi dà xìng kěn yán	肥大性龈炎
féi dà xìng shī zhěn	肥大性湿疹
féi dà xìng wèi yán	肥大性胃炎
féi dà xìng yān yán	肥大性咽炎
fèi dòng jìng mài lòu	肺动静脉瘘
fèi duàn qiē chú shù	肺段切除术
fèi duàn zhī qì guǎn	肺段支气管
fèi è xìng zhǒng liú	肺恶性肿瘤
fèi fàng xiàn jūn bìng	肺放线菌病
fèi fèi zōng hé zhēng	狒狒综合征
fèi gān fēng rè zhèng	肺肝风热证
fèi gōng xíng chóng bìng	肺弓形虫病
fèi gōng xíng tǐ bìng	肺弓形体病
féi gǔ huó jiǎn shù	腓骨活检术
féi hòu xìng bí yán	肥厚性鼻炎
féi hòu xìng wèi yán	肥厚性胃炎
fèi huá mó ròu liú	肺滑膜肉瘤
fèi jí qiú yòu bìng	肺棘球蚴病
fèi jì shēng chóng bìng	肺寄生虫病
fèi jiǎ xìng zhǒng liú	肺假性肿瘤
fèi jiǎn róng shǒu shù	肺减容手术
fèi jīng rè shèng zhèng	肺经热盛证
fèi jīng shòu rè zhèng	肺经受热证
fèi jīng yù huǒ zhèng	肺经郁火证
fèi jīng yū zǔ zhèng	肺经瘀阻证
fèi jīng yùn rè zhèng	肺经蕴热证
fèi jīng zào rè zhèng	肺经燥热证
fēi lā tuō fū bìng	菲拉托夫病
fēi lè èr shì bìng	菲勒二氏病
fèi liáng xìng zhǒng liú	肺良性肿瘤
fèi luò bú chàng zhèng	肺络不畅证
fèi máo méi jūn bìng	肺毛霉菌病
fèi náng chóng fèi yán	肺囊虫肺炎
fèi náng xìng jí bìng	肺囊性疾病
fèi niàn zhū jūn bìng	肺念珠菌病
fèi nuò kǎ jūn bìng	肺诺卡菌病
fèi páo jié zā shù	肺庖结扎术
fèi pào xì bāo ái	肺泡细胞癌
fèi pào xìng xiàn ái	肺泡性腺癌
fèi pēi xì bāo liú	肺胚细胞瘤
fèi pí jī rè zhèng	肺脾积热证
fèi pí liǎng xū zhèng	肺脾两虚证
fèi pí qì xū zhèng	肺脾气虚证
fèi pí shī rè zhèng	肺脾湿热证
fèi qì shuāi jié zhèng	肺气衰竭证
fèi qì yù bì zhèng	肺气郁痹证
fēi qǔ xìng jí bìng	非龋性疾病
fèi rè fā zhěn zhèng	肺热发疹证
fèi rè jīn shāng zhèng	肺热津伤证
fèi rè kàng shèng zhèng	肺热亢盛证
fèi rè qì yōng zhèng	肺热气壅证
fèi rè shàng yù zhèng	肺热上郁证
fèi rè shī xuān zhèng	肺热失宣证
fèi rè xià yí zhèng	肺热下移证
fèi rè yí cháng zhèng	肺热移肠证
fèi rè yōng shèng zhèng	肺热壅盛证
fèi shàng xià jìng mài	肺上下静脉
fèi shě zōng hé zhēng	费舍综合征
fèi shèn liǎng xū zhèng	肺肾两虚证
fèi shèn qì xū zhèng	肺肾气虚证
fèi shèn yáng xū zhèng	肺肾阳虚证
fèi shèn yīn xū zhèng	肺肾阴虚证
fèi shèn zōng hé zhēng	肺肾综合征
fèi sī èr shì bìng	费斯二氏病
fēi tè yì xìng liú	非特异性瘤
fèi tòu míng mó bìng	肺透明膜病
fèi tǔ lā jūn bìng	肺土拉菌病
fèi wèi bú gù zhèng	肺卫不固证
fèi wèi jī rè zhèng	肺胃积热证
fèi wèi qì xū zhèng	肺卫气虚证
fèi wèi rè shèng zhèng	肺胃热盛证
fèi wèi shí rè zhèng	肺胃实热证
fèi wèi shī rè zhèng	肺胃湿热证
fèi wèi yīn shāng zhèng	肺胃阴伤证
fèi wèi yùn rè zhèng	肺胃蕴热证
fèi wèi zào rè zhèng	肺胃燥热证
fèi xiǎo dòng mài yán	肺小动脉炎
fèi xiǎo xuè guǎn yán	肺小血管炎
fèi xìng xīn zàng bìng	肺性心脏病
fēi xiū èr shì zhēng	菲休二氏征
fèi xū bú gù zhèng	肺虚不固证
fèi xū gǎn hán zhèng	肺虚感寒证
fèi xū xié zhì zhèng	肺虚邪滞证
fèi xuè guǎn jī xíng	肺血管畸形
fèi xuè xī chóng bìng	肺血吸虫病
fèi yá shēng jūn bìng	肺芽生菌病
fèi yán chuǎn sòu bìng	肺炎喘嗽病
fèi yán xìng jiǎ liú	肺炎性假瘤
fèi yè qiē chú shù	肺叶切除术
fèi yè xiū bǔ shù	肺叶修补术
fèi yè zhī qì guǎn	肺叶支气管
fèi yīn bù zú zhèng	肺阴不足证
fèi yīn huǒ wàng zhèng	肺阴火旺证
fèi yīn kuī hào zhèng	肺阴亏耗证
fèi yīn kuī xū zhèng	肺阴亏虚证
fèi yǐn qiú jūn bìng	肺隐球菌病
fèi zàng kuī xū zhèng	肺脏亏虚证
fèi zào cháng bì zhèng	肺燥肠闭证
fèi zào cháng rè zhèng	肺燥肠热证
fèi zào jīn shāng zhèng	肺燥津伤证
fèi zào shāng yīn zhèng	肺燥伤阴证
fèi zào yù rè zhèng	肺燥郁热证
fèn biàn kǒng jù zhèng	粪便恐惧症
fèn biàn shì hào zhèng	粪便嗜好症
fěn cì qù chú shù	粉刺去除术
fèn dǎn sù jiǎn chá	粪胆素检查
fēn guāng shè yǐng shù	分光摄影术
fěn liú qiē chú shù	粉瘤切除术
fēn qī xìng shǒu shù	分期性手术
fēn zhī gǎn jūn bìng	分枝杆菌病
fēng chì chuāng yí bìng	风赤疮痍病
fēng dòng tán zǔ zhèng	风动痰阻证
fēng dú rù lǐ zhèng	风毒入里证
fēng dú zài biǎo zhèng	风毒在表证
fēng hán bì fèi zhèng	风寒闭肺证
fēng hán bì zǔ zhèng	风寒痹阻证
fēng hán fàn fèi zhèng	风寒犯肺证
fēng hán fàn mù zhèng	风寒犯目证
fēng hán huà rè zhèng	风寒化热证
fēng hán shī bì zhèng	风寒湿痹证
fēng hán shī xié zhèng	风寒湿邪证
fēng hán shī zǔ zhèng	风寒湿阻证
fēng hán shù biǎo zhèng	风寒束表证
fēng hán shù fèi zhèng	风寒束肺证
fēng hán wài xí zhèng	风寒外袭证
fēng hán xí biǎo zhèng	风寒袭表证
fēng hán xí fèi zhèng	风寒袭肺证
fēng hán xí hóu zhèng	风寒袭喉证
fēng hán zǔ luò zhèng	风寒阻络证
fēng huǒ bì qiào zhèng	风火蔽窍证
fēng huǒ gōng mù zhèng	风火攻目证
fēng huǒ nèi dòng zhèng	风火内动证
fēng huǒ shàng gōng zhèng	风火上攻证
fēng huǒ shàng rǎo zhèng	风火上扰证
fēng huǒ shàng yán zhèng	风火上炎证
féng jí ěr shì bìng	冯吉尔氏病
fēng lún chì dòu bìng	风轮赤豆病
fēng rè bì fèi zhèng	风热闭肺证
fēng rè dú yùn zhèng	风热毒蕴证
fēng rè fàn fèi zhèng	风热犯肺证
fēng rè fàn hóu zhèng	风热犯喉证
fēng rè huà huǒ zhèng	风热化火证
fēng rè jù shèng zhèng	风热俱盛证
fēng rè kè jiǎn zhèng	风热客睑证
fēng rè piān shèng zhèng	风热偏盛证
fēng rè shàng fàn zhèng	风热上犯证
fēng rè shàng gōng zhèng	风热上攻证
fēng rè shāng luò zhèng	风热伤络证
fēng rè shàng rǎo zhèng	风热上扰证
fēng rè tán dú zhèng	风热痰毒证
fēng rè tán níng zhèng	风热痰凝证
fēng rè tíng liú zhèng	风热停留证
fēng rè wài fàn zhèng	风热外犯证
fēng rè wài qīn zhèng	风热外侵证
fēng rè wài xí zhèng	风热外袭证
fēng rè xí biǎo zhèng	风热袭表证
fēng rè xí fèi zhèng	风热袭肺证
fēng rè xié dú zhèng	风热邪毒证
fēng rè yì dú zhèng	风热疫毒证
fēng rè yōng mù zhèng	风热壅目证
fēng rè yōng shèng zhèng	风热壅盛证
fēng rè yùn fū zhèng	风热蕴肤证
fēng rè yùn jī zhèng	风热蕴肌证
fēng rè zài biǎo zhèng	风热在表证
fēng rè zǔ luò zhèng	风热阻络证
fēng shāng cháng luò zhèng	风伤肠络证
fēng shèng pí xū zhèng	风盛脾虚证
fēng shèng xuè zào zhèng	风盛血燥证
fēng shī dú jù zhèng	风湿毒聚证
fēng shī huà huǒ zhèng	风湿化火证
fēng shī huà rè zhèng	风湿化热证
fēng shī líng mù zhèng	风湿凌目证
fēng shī rè shèng zhèng	风湿热盛证
fēng shī rè yù zhèng	风湿热郁证
fēng shī xìng jī yán	风湿性肌炎
fēng shī xìng xīn jī	风湿性心肌
fēng shī xìng zǐ diàn	风湿性紫癜
fēng shī yù rè zhèng	风湿郁热证
fēng shī yùn fū zhèng	风湿蕴肤证
fēng shī yùn jié zhèng	风湿蕴结证
fēng shī zhì biǎo zhèng	风湿滞表证
fēng shuǐ fàn làn zhèng	风水泛滥证
fēng shuǐ xiāng bó zhèng	风水相搏证
fēng tán bì qiào zhèng	风痰闭窍证
fēng tán bì zǔ zhèng	风痰闭阻证
fēng tán rù luò zhèng	风痰入络证
fēng tán shàng gōng zhèng	风痰上攻证
fēng tán shàng rǎo zhèng	风痰上扰证
fēng tán yū xuè zhèng	风痰瘀血证
fēng tán zǔ luò zhèng	风痰阻络证
fēng wēn fèi rè bìng	风温肺热病
fēng wō zǔ zhī yán	蜂窝组织炎
fēng xié fàn ěr zhèng	风邪犯耳证
fēng xié fàn fèi zhèng	风邪犯肺证
fēng xié piān shèng zhèng	风邪偏盛证
fēng xié qīn xí zhèng	风邪侵袭证
fēng xié wài xí zhèng	风邪外袭证
fēng xié xí biǎo zhèng	风邪袭表证
fēng xié xí luò zhèng	风邪袭络证
fēng xié zǔ luò zhèng	风邪阻络证
fēng yán rè dú zhèng	风炎热毒证
fēng yáng nèi dòng zhèng	风阳内动证
fēng yáng tán huǒ zhèng	风阳痰火证
fēng zào shāng fèi zhèng	风燥伤肺证
fēng zhěn xìng fèi yán	风疹性肺炎
fēng zhěn zōng hé zhèng	风疹综合症
fēng zhòng yú rè zhèng	风重于热证
fó ní ěr shì zhèng	佛尼尔氏症
fú āi zōng hé zhēng	福埃综合征
fù bàn qí jìng mài	副半奇静脉
fù bì chéng xíng shù	腹壁成形术
fù bì duō zhī zhèng	腹壁多脂症
fù bì huó jiǎn shù	腹壁活检术
fù bì kǒng shén jīng	副闭孔神经
fù bì páng guāng lòu	腹壁膀胱瘘
fù bì qiǎn dòng mài	腹壁浅动脉
fù bì qiǎn jìng mài	腹壁浅静脉
fù bì ròu yá zhǒng	腹壁肉芽肿
fù bì shàng dòng mài	腹壁上动脉
fù bì shàng jìng mài	腹壁上静脉
fù bì xià dòng mài	腹壁下动脉
fù bì xià jìng mài	腹壁下静脉
fù bì xiū bǔ shù	腹壁修补术
fù bì xuè guǎn liú	腹壁血管瘤
fù bì yǐn liú shù	腹壁引流术
fù bì zào kǒu shù	腹壁造口术
fù bì zhěng fù shù	腹壁整复术
fù bì zhěng xíng shù	腹壁整形术
fù bù nèi shāng bìng	腹部内伤病
fù bù xiàn jiǎn chá	腹部线检查
fù bù zhōng hán zhèng	腹部中寒证
fù cè bèi gài qū	腹侧被盖区
fù cè hū xī zǔ	腹侧呼吸组
fù cè wǎng zhuàng hé	腹侧网状核
fù ěr qiē chú shù	付耳切除术
fù ěr qiē chú shù	副耳切除术
fù ěr zhāi chú shù	副耳摘除术
fù fā xìng kǒu yán	复发性口炎
fù fàng xiàn jūn bìng	腹放线菌病
fú fú èr shì bìng	福福二氏病
fù gài de shén jīng	覆盖的神经
fù gài kěn hóng zhǒng	复盖龈红肿
fù gāo gāo wán yán	附睾睾丸炎
fù gāo lèi xiàn liú	附睾类腺瘤
fù gāo náng xiàn liú	附睾囊腺瘤
fù gāo qiē chú shù	附睾切除术
fù gāo ròu yá zhǒng	附睾肉芽肿
fù gǔ gōu nóng zhǒng	腹股沟脓肿
fú hè èr shì zhēng	伏赫二氏征
fù hé xìng lèi ái	复合性类癌
fú huò zōng hé zhēng	弗霍综合征
fù jí zōng hé zhēng	复极综合征
fù jiǎ zhuàng jī sù	副甲状激素
fù jiāo gǎn shén jīng	副交感神经
fǔ jīn sǔn gǔ zhèng	腐筋损骨证
fú kěn zōng hé zhēng	福肯综合征
fù kǒng tāo chóng bìng	复孔绦虫病
fú lā yà ní bìng	弗拉亚尼病
fú lài bó gé bìng	弗赖伯格病
fú lài zōng hé zhēng	弗赖综合征
fù lán kè lín bìng	富兰克林病
fù liè xiū bǔ shù	腹裂修补术
fù luǎn cháo náng zhǒng	副卵巢囊肿
fù mó bāo guǒ shù	腹膜包裹术
fù mó cì jī zhēng	腹膜刺激征
fù mó cóng fù bì	腹膜从腹壁
fù mó féng hé shù	腹膜缝合术
fù mó hòu nóng zhǒng	腹膜后脓肿
fù mó hòu xuè zhǒng	腹膜后血肿
fù mó hòu zhǒng wù	腹膜后肿物
fù mó huó jiǎn shù	腹膜活捡术
fù mó jí huì yīn	腹膜及会阴
fù mó jiān pí liú	腹膜间皮瘤
fù mó jié gòu shì	腹膜结构是
fù mó qiē kāi shù	腹膜切开术
fù mó tòu xī guǎn	腹膜透析管
fù mó tòu xī yè	腹膜透析液
fù mó wài jiān xì	腹膜外间隙
fù mó wài jīn mó	腹膜外筋膜
fù mó wài qì guān	腹膜外器官
fù mó xiū bǔ shù	腹膜修补术
fù mó zēng shēng zhèng	腹膜增生症
fù pí qiē chú shù	副脾切除术
fù pí xià jìng mài	腹皮下静脉
fǔ qì bù tōng zhèng	腑气不通证
fù qián bì fù mó	腹前壁腹膜
fù qiāng chā guǎn shù	腹腔插管术
fù qiāng chuān cì shù	腹腔穿刺术
fù qiāng dòng mài liú	腹腔动脉瘤
fù qiāng fēn liú shù	腹腔分流术
fù qiāng gàn guàn zhù	腹腔干灌注
fù qiāng jī tāi liú	腹腔畸胎瘤
fù qiāng jiǎ náng zhǒng	腹腔假囊肿
fù qiāng jìng jiǎn shù	腹腔镜检术
fù qiāng lín bā jié	腹腔淋巴结
fù qiāng shén jīng cóng	腹腔神经丛
fù qiāng shén jīng jié	腹腔神经节
fù qiāng yǐn liú guǎn	腹腔引流管
fù qiāng yǐn liú shù	腹腔引流术
fù qiāng zhī fáng liú	腹腔脂肪瘤
fù rǔ qiē chú shù	副乳切除术
fù rǔ xiàn xiàn bìng	副乳腺腺病
fù shén jīng jí huàn	副神经疾患
fù shén jīng jié liàn	腹神经节链
fù shén jīng jié liú	副神经节瘤
fù shèn qiē chú shù	副肾切除术
fù shèn qiē chú shù	附肾切除术
fú shī èr shì bìng	伏施二氏病
fǔ shí rè jié zhèng	腑实热结证
fǔ shí yīn shāng zhèng	腑实阴伤证
fù shuǐ zhuǎn liú shù	腹水转流术
fú wén èr shì zhēng	伏文二氏征
fú xiè èr shì bìng	弗谢二氏病
fù xiè xìng cháng yán	腹泻性肠炎
fù xìng gōu lóu bìng	腹性佝偻病
fú xíng xìng pí yán	匐行性皮炎
fú xíng yíng qū bìng	匐行蝇蛆病
fù yǎ èr shì zhēng	富雅二氏征
fù zhǔ dòng mài liú	腹主动脉瘤
gài sī bó kè bìng	盖斯伯克病
gài wéi èr shì bìng	盖韦二氏病
gài zhì chén zhuó zhèng	钙质沉着症
gān ā mǐ bā bìng	肝阿米巴病
gān bìng gōng yǎn zhèng	疳病攻眼症
gān dǎn huǒ chì zhèng	肝胆火炽证
gān dǎn huǒ rè zhèng	肝胆火热证
gān dǎn huǒ shèng zhèng	肝胆火盛证
gān dǎn huǒ wàng zhèng	肝胆火旺证
gān dǎn yù rè zhèng	肝胆郁热证
gān dǎn yū zǔ zhèng	肝胆瘀阻证
gān duàn qiē chú shù	肝段切除术
gān duō fā náng zhǒng	肝多发囊肿
gān è xìng zhǒng liú	肝恶性肿瘤
gān fèi rè shèng zhèng	肝肺热盛证
gān fèi zōng hé zhēng	肝肺综合征
gān fēng nèi dòng zhèng	肝风内动证
gān guǎn chéng xíng shù	肝管成形术
gān guǎn huí chóng bìng	肝管蛔虫病
gān guǎn kuò zhāng shù	肝管扩张术
gān guǎn qiē chú shù	肝管切除术
gān guǎn yǐn liú shù	肝管引流术
gàn hóu xù lián zhèng	干骺续连症
gān huǒ chì shèng zhèng	肝火炽盛证
gān huǒ fàn fèi zhèng	肝火犯肺证
gān huǒ fàn wèi zhèng	肝火犯胃证
gān huǒ kàng shèng zhèng	肝火亢盛证
gān huǒ liú jīn zhèng	肝火流筋证
gān huǒ shàng rǎo zhèng	肝火上扰证
gān huǒ shàng yán zhèng	肝火上炎证
gān huǒ shī rè zhèng	肝火湿热证
gān huǒ tán rè zhèng	肝火痰热证
gān huǒ wàng shèng zhèng	肝火旺盛证
gān jī shàng mù bìng	疳积上目病
gān jīng fēng rè zhèng	肝经风热证
gān jīng huǒ shèng zhèng	肝经火盛证
gān jīng jī rè zhèng	肝经积热证
gān jīng rè shèng zhèng	肝经热盛证
gān jīng shī rè zhèng	肝经湿热证
gān jīng yù huǒ zhèng	肝经郁火证
gān jīng yù rè zhèng	肝经郁热证
gǎn jué xiāng lián zhèng	感觉相连症
gān liáng xìng zhǒng liú	肝良性肿瘤
gān mén jìng mài xì	肝门静脉系
gān mù fàn wèi zhèng	肝木犯胃证
gān mǔ xì bāo liú	肝母细胞瘤
gān nán èr shì bìng	甘南二氏病
gān pí bù tiáo zhèng	肝脾不调证
gān pí kuī xū zhèng	肝脾亏虚证
gān pí liǎng xū zhèng	肝脾两虚证
gān pí qì yù zhèng	肝脾气郁证
gān pí qì zhì zhèng	肝脾气滞证
gān pí shī huǒ zhèng	肝脾湿火证
gān pí shī rè zhèng	肝脾湿热证
gān pí xuè yū zhèng	肝脾血瘀证
gān piàn xī chóng bìng	肝片吸虫病
gān qì chéng pí zhèng	肝气乘脾证
gān qì fàn wèi zhèng	肝气犯胃证
gān qì yù jié zhèng	肝气郁结证
gān qì yù zhì zhèng	肝气郁滞证
gǎn rǎn xìng jī yán	感染性肌炎
gǎn rǎn xìng yán zhèng	感染性炎症
gān rè shàng rǎo zhèng	肝热上扰证
gǎn shāng jiàn yǎn zhèng	感伤健眼证
gān shèn bù zú zhèng	肝肾不足证
gān shèn kuī sǔn zhèng	肝肾亏损证
gān shèn kuī xū zhèng	肝肾亏虚证
gān shèn liǎng kuī zhèng	肝肾两亏证
gān shèn liǎng xū zhèng	肝肾两虚证
gān shèn yīn xū zhèng	肝肾阴虚证
gān shèn zōng hé zhēng	肝肾综合征
gān táng chǔ jī zhèng	肝糖储积症
gān táng xù jī zhèng	肝糖蓄积症
gān wàng pí kùn zhèng	肝旺脾困证
gān wàng pí xū zhèng	肝旺脾虚证
gān wèi bù hé zhèng	肝胃不和证
gān wèi qì zhì zhèng	肝胃气滞证
gān wèi xū hán zhèng	肝胃虚寒证
gān wèi yīn xū zhèng	肝胃阴虚证
gān wèi yù rè zhèng	肝胃郁热证
gān xì bāo ái zhèng	肝细胞癌症
gān xì bāo xiàn liú	肝细胞腺瘤
gān xīn zōng hé zhēng	肝心综合征
gān xìng jǐ suǐ bìng	肝性脊髓病
gān xìng jiǎo qì bìng	干性脚气病
gān xìng táng niào bìng	肝性糖尿病
gān xìng xiōng mó yán	干性胸膜炎
gān xuè bù zú zhèng	肝血不足证
