ān fèng	安凤
cǎi líng bú gù mǎ shàng láng	采菱不顾马上郎
cǎi líng gē yuàn mù lán zhōu	采菱歌怨木兰舟
cǎi lóu gē guǎn zhèng róng róng	彩楼歌馆正融融
cǎi luán guī chù yù lóng kāi	彩鸾归处玉笼开
cǎi luán qín lǐ yuàn shēng duō	彩鸾琴里怨声多
cái luó cái qǐ wú dùn shí	裁罗裁绮无钝时
cái lüè zòng héng nián qiě miào	才略纵横年且妙
cǎi máo qīng hēi huā jǐng hóng	彩毛青黑花颈红
cái míng cháng dài fěn wéi xiāng	才名常带粉闱香
cái míng shuí sì guǎng wén hán	才名谁似广文寒
cái míng zǒu mǎ jué chí dào	才明走马绝驰道
cái mù bù kě shèng yòng yě	材木不可胜用也
cái néng biàn bié dōng xi wèi	才能辨别东西位
cái nián sān shí pèi tóng yìn	才年三十佩铜印
cái nián sì shí bìn rú shuāng	才年四十鬓如霜
cài nǚ líng gē yí jǐn lǎn	蔡女菱歌移锦缆
cài nǚ tú shū suī zài kǒu	蔡女图书虽在口
cài nǚ xī zào hú jiā shēng	蔡女昔造胡笳声
cài nǚ yān shā mò běi shēn	蔡女烟沙漠北深
cǎi píng zhōu zhǔ yǒu xīn piān	采苹洲渚有新篇
cái pò wǔ liù jiàn pán huán	才破五六渐盘桓
cài pǔ jiàn shū huā mò mò	菜圃渐疏花漠漠
cài pǔ yǐ tiān sān wàn kē	菜圃已添三万科
cái qì guī lái zhǒng zhǒng cháng	才器归来种种长
cǎi qí jiā àn zhào jiāo shì	彩旗夹岸照蛟室
cǎi qí shuāng shuāng yǐn bǎo chē	彩骑双双引宝车
cǎi qí shuāng yǐn dào yuán xiāng	彩旗双引到沅湘
cǎi qí zhū hù wèi xiāng wàng	彩旗朱户蔚相望
cǎi qiáo lǚ rù lì yáng shān	采樵屡入历阳山
cái qīng yì zhǎn jí xūn rén	才倾一盏即醺人
cái rén guān zhě xiāng wéi yán	才人观者相为言
cái rú fú bō bù dé jiāo	才如伏波不得骄
cǎi sè qiáo cuì zhòng mǎ qī	彩色憔悴众马欺
cǎi shàn hóng yá jīn dōu zài	彩扇红牙今都在
cǎi shéng fāng shù cháng rú jiù	彩绳芳树长如旧
cǎi shèng nián nián féng qī rì	彩胜年年逢七日
cái shì gū hún shòu qì chéng	才是孤魂寿器成
cǎi shí jiāng biān lǐ bái fén	采石江边李白坟
cái shì qǐn yuán chūn jiàn hòu	才是寝园春荐后
cǎi shī tīng gē dǎo rén yán	采诗听歌导人言
cái shī yòu jì èr nán fēng	裁诗又继二南风
cái shū mìng jiàn bú zì chuāi	材疏命贱不自揣
cái shù pō sì hàn tài cāng	才术颇似汉太仓
cái shū qiě fù shuāng lǐ yú	裁书且附双鲤鱼
cái shū zhèng lèi kǒng wén jǔ	才疏正类孔文举
cǎi shù zhuǎn dēng zhū cuò luò	彩树转灯珠错落
cǎi sī chuān qǔ dàng yín zhēng	彩丝穿取当银钲
cǎi sī róng róng xiāng fú fú	彩丝茸茸香拂拂
cǎi sī shuí xī jù cháng jiāo	彩丝谁惜惧长蛟
cái sì zhé xiān wéi qiàn jiǔ	才似谪仙惟欠酒
cǎi sī zhī qǐ wén shuāng yuān	彩丝织绮文双鸳
cái wēi cháng kuì cǎo tiān shū	才微常愧草天书
cái wēi fēn báo yōu hé yì	才微分薄忧何益
cǎi wēi jué yú jiāng zhī nán	采薇蕨于江之南
cái wēi suì lǎo shàng xū míng	才微岁老尚虚名
cái wēi yì xiàng fēng chén lǎo	才微易向风尘老
cái wén guān gài yóu xī shǔ	才闻冠盖游西蜀
cái wén nán mò yòu dōng chéng	才闻南陌又东城
cǎi xián shí bàn yì shēng gē	彩弦时伴一声歌
cǎi xiāng jìng yí jì zài yān	采香径遗迹在焉
cǎi xiāng xíng chù cù lián qián	采香行处蹙连钱
cǎi xié xì suǒ shēng zhōng táng	采撷细琐升中堂
cǎi xīn jí shuǐ sēng liǎng sān	采薪汲水僧两三
cái xióng cǎo shèng líng gǔ rén	才雄草圣凌古人
cǎi xiù xíng gē yǒng zhī cǎo	采秀行歌咏芝草
cǎi xiù yīn qín pěng yù zhōng	彩袖殷勤捧玉钟
cài yǎn chóu chù hú jiā āi	蔡琰愁处胡笳哀
cài yǎn méi qù zào hú jiā	蔡琰没去造胡笳
cǎi yào hú gōng chù chù guò	采药壶公处处过
cǎi yào huì xū féng jì zǐ	采药会须逢蓟子
cǎi yī chēng qìng guì xiāng nóng	彩衣称庆桂香浓
cǎi yī dōng xiào shàng guī chuán	彩衣东笑上归船
cái yǐ fǎ dù xù yǐ rén	裁以法度絮以仁
cāi yì yuān chú jìng wèi xiū	猜意鸳雏竟未休
cái yīng xíng dào qiān fēng lǐ	才应行到千峰里
cài yōng qù hòu yòu jūn sǐ	蔡邕去后右军死
cái yǔ bù cái zhēng liào de	才与不才争料得
cǎi yuān fēi qù bì xíng zhōu	彩鸳飞去避行舟
cái yuán yòu quē jǐ xiāo mó	才圆又缺几消磨
cǎi yún bái hè fāng pái huái	彩云白鹤方徘徊
cǎi yún bú sàn shāo dān zào	彩云不散烧丹灶
cǎi yún cháo wàng qīng chéng qǐ	彩云朝望青城起
cǎi yún dàng yàng bù kě jiàn	彩云荡漾不可见
cǎi yún kōng rě bì luó yī	彩云空惹薜萝衣
cǎi yún tiān yuǎn fèng lóu kōng	彩云天远凤楼空
cǎi yún yī jiù wú zōng jì	彩云依旧无踪迹
cǎi yún yì sàn liú lí cuì	彩云易散琉璃脆
cǎi yún zhǎng zài yǒu xīn tiān	彩云长在有新天
cài zé qī chí shì kàn chǒu	蔡泽栖迟世看丑
cài zé wú méi yuán xiàn pín	蔡泽无媒原宪贫
cǎi zhàng diāo yú fǔ bì xún	彩仗雕舆俯碧浔
cǎi zhàng ní jīng rào xiāng gé	彩仗蜺旌绕香阁
cǎi zhàng shén qí liè xiǎo fēng	彩仗神旗猎晓风
cǎi zhàng yáo lín dān hè lǐ	彩仗遥临丹壑里
cái zhě bù xián zhuō zhě yú	才者不闲拙者娱
cǎi zhì dié chéng wǔ sè yún	彩质叠成五色云
cǎi zhì dòu shí pín zhù mǎ	彩雉斗时频驻马
cǎi zhī duō mèng jiù yóu shān	采芝多梦旧游山
cái zhī ēn ài yíng sān suì	才知恩爱迎三岁
cǎi zhì yě fú cháo shàn huī	彩雉野伏朝扇翚
cǎi zhī zhōng rì bù yíng jū	采之终日不盈掬
cài zhōu chéng zhōng zhòng xīn sǐ	蔡州城中众心死
cài zhōu nà jié jiù jiàng sǐ	蔡州纳节旧将死
cái zhù shēng hé yǐ piāo shì	才注升合已漂逝
cǎi zhū yì xiàng wéi suì fù	采珠役象为岁赋
cǎi zhū zhī rén pàn sǐ cǎi	采珠之人判死采
cái zǐ cháng shā zàn zuǒ qiān	才子长沙暂左迁
cái zǐ chéng chūn lái chěng wàng	才子乘春来骋望
cái zǐ cóng jīn yì fēn sàn	才子从今一分散
cái zǐ dāng jīn liú xiào wēi	才子当今刘孝威
cái zǐ fēi guān yàn bó yóu	才子非关厌薄游
cái zǐ fēng liú dìng nán jiàn	才子风流定难见
cái zǐ fēng liú sū bó yù	才子风流苏伯玉
cái zǐ fēng liú yǒng xiǎo xiá	才子风流咏晓霞
cái zǐ jiù chēng hé shuǐ bù	才子旧称何水部
cái zǐ néng gē yè wèi yāng	才子能歌夜未央
cái zǐ qū tíng jiān shèng yóu	才子趋庭兼胜游
cái zǐ shēng míng bái shì láng	才子声名白侍郎
cái zǐ shī chéng dìng kě lián	才子诗成定可怜
cái zǐ sī guī cuī qù zhào	才子思归催去棹
cái zǐ wéi láng diǎn shí qú	才子为郎典石渠
cái zǐ wéi láng yì jiù yóu	才子为郎忆旧游
cái zǐ xué shī qū lù miǎn	才子学诗趋露冕
cái zuò tuán tuán shǒu zhōng shàn	裁作团团手中扇
cān bái yù xī yǐn qióng fāng	餐白玉兮饮琼芳
cán bēi lěng zhì màn xiāo hún	残杯冷炙漫消魂
cǎn cǎn chuí xīn lèi xuè liú	惨惨椎心泪血流
càn càn fán xīng jià qiū sè	璨璨繁星驾秋色
cǎn cǎn hán yún yā jiù lóu	惨惨寒云压旧楼
cān cān jīn dài shuí kān bǐ	骖骖金带谁堪比
cǎn cǎn qiū yīn lǜ shù hūn	惨惨秋阴绿树昏
cǎn cǎn tiān hán dú yǎn jiōng	惨惨天寒独掩扃
cǎn cǎn zhōng nián niǎo què bēi	惨惨终年鸟雀悲
cán chá lěng jiǔ chóu shā rén	残茶冷酒愁杀人
cán chán yóu zhàn yì zhī míng	残蝉犹占一枝鸣
cān chén chū méi bù xiāng dài	参辰出没不相待
cán chūn gèng zuì liǎng sān chǎng	残春更醉两三场
cán chūn qǔ jìn zhōng kǒu hào	残春曲禁中口号
cán chūn wèi bì duō yān yǔ	残春未必多烟雨
cǎn dàn huái shān shuǐ mò qiū	惨淡淮山水墨秋
cān dé fú shān jiǔ dài chán	参得浮山九带禅
cán dēng míng miè zhěn tou yī	残灯明灭枕头欹
cán dēng wú yàn yǐng chuáng chuáng	残灯无焰影幢幢
cán dēng xiàng xiǎo mèng qīng huī	残灯向晓梦清晖
cān diàn shǐ sàn dōng chéng qǔ	骖驔始散东城曲
cán fāng gèng hé dé cún wú	残芳更合得存无
cán fáng xīn ní wú fēng tǔ	蚕房新泥无风土
càn fū niè zǐ yù dù mǔ	孱夫孽子遇妒母
cán gèng mù duàn chuán shū yàn	残更目断传书雁
cán guāng yù miè hái chuī zhù	残光欲灭还吹著
cán guǒ chuān lái yù jǐ chūn	残椁穿来欲几春
cán hái qǐ jiǔ rén jiān shì	残骸岂久人间世
cán hái yǐ ruò jī nián mèng	残骸已若鸡年梦
cán hóng líng luò wú rén shǎng	残红零落无人赏
cán hóng yàn fěn yìng lián zhōng	残红艳粉映帘中
cán huā chàng wàng jìn rén kāi	残花怅望近人开
cán huā làn màn kāi hé yì	残花烂熳开何益
cán huā liáo luò dài jūn guī	残花寥落待君归
cán huā luò jìn jiàn liú yīng	残花落尽见流莺
cán huā piàn piàn xì liǔ fēng	残花片片细柳风
cán huā tí lù mò liú chūn	残花啼露莫留春
cán huā yóu fā wàn nián zhī	残花犹发万年枝
cán jīng chuāng xià yī rán zài	残经窗下依然在
cán jīng sān wò xíng yù lǎo	蚕经三卧行欲老
cán jiǔ yù xǐng zhōng yè qǐ	残酒欲醒中夜起
cán jiǔ zhòng qīng cù mǎ tí	残酒重倾簇马蹄
cán jù chén rì yí zhòng guā	残句辰日宜种瓜
cán jù fēng wài zhú xié xíng	残句风外竹斜行
cán jù lín tán xuān wǔ gēng	残句邻谈喧五更
cán jú míng míng fēng gèng chuī	残菊冥冥风更吹
cán jù wú wén tiáo gēng jǐn	残句吾闻调羹槿
cān jué wàn jī kōng yǒu kuì	参决万机空有愧
cān jūn dàn yǒu sì lì bì	参军但有四立壁
cán jūn dú bù qī qiáo cuì	惭君独不欺憔悴
cān jūn suī bēi yù sī mìng	参军虽卑狱司命
cán jūn wéi jì běi shān wén	惭君为寄北山文
cān jūn xīn fù xián xiàng dí	参军新妇贤相敌
cān jūn zhǔ hù kàn yún qì	参军拄笏看云气
cán kuì bó luán liú bù lǚ	惭愧伯鸾留步履
cán kuì chūn guāng yòu yì nián	惭愧春光又一年
cán kuì chūn shān sǔn jué tián	惭愧春山笋蕨甜
cán kuì dāng nián bǐng màn róng	惭愧当年邴曼容
cán kuì dào liáng cháng bù bǎo	惭愧稻粱长不饱
cán kuì gāo rén bì hù yín	惭愧高人闭户吟
cán kuì gù rén lián jì mò	惭愧故人怜寂寞
cán kuì lín huái lǐ cháng shì	惭愧临淮李常侍
cán kuì mào hán rán yù shǐ	惭愧冒寒髯御史
cán kuì mèng hún wú yuǎn jìn	惭愧梦魂无远近
cán kuì xiāng qī zài tái shěng	慙愧相期在台省
cán kuì xīn hé yòu fā chí	惭愧新荷又发池
cán kuì xìng yuán xíng zài jǐng	惭愧杏园行在景
cán kuì yuán láng wù huān xǐ	惭愧元郎误欢喜
cān lái nǐ shè guān rén lǐ	参来拟设官人礼
cán lǎo jiǎn chéng bù bì shēn	蚕老茧成不庇身
cán lì bàn zhāng yú shí sì	残历半张馀十四
cān liáo bú shì lǎo pó chán	参寥不是老婆禅
cān liáo liù yī qǐ niàn wú	参寥六一岂念吾
cán mín miè guó dì zhēng duó	残民灭国递争夺
cán nián bǎo fàn dōng pō lǎo	残年饱饭东坡老
cán nián guī qù zhōng wú lè	残年归去终无乐
cán nián jì zhàng yǔ guān jīn	残年祭杖与纶巾
cán nián yì xiàng piān duō gǎn	残年意象偏多感
cán nián zhèng ěr gōng chóu le	残年政尔供愁了
cán nián zhī rǔ yuǎn lái qíng	残年知汝远来情
cān qí dǒu bǐng lüè lán dùn	参旗斗柄略栏楯
càn rán duó zhēn yí shèng zhì	粲然夺真疑圣智
càn rán yí xiào yù chǐ jiá	粲然一笑玉齿颊
cán sè guò méi kàn xiàng jìn	残色过梅看向尽
cán shàng lóu shí sāng yè shǎo	蚕上楼时桑叶少
cán shén nǚ shèng zǎo chéng sī	蚕神女圣早成丝
cán shēng lè shì zuì guān shēn	残生乐事最关身
cán shēng shāng xìng lǎo zhěn shū	残生伤性老枕书
cán shì chū kāi chù chù chūn	蚕市初开处处春
cán shì guāng yīn fēi gù guó	蚕市光阴非故国
cǎn shū piān shì bìng shēn zhī	惨舒偏是病身知
cān tóng qì lǐ mò láo xīn	参同契里莫劳心
cān wàn suì ér yì chéng chún	参万岁而一成纯
cán xiá chéng qǐ yuè xuán gōng	残霞成绮月悬弓
cán xiá fēi dān yìng jiāng cǎo	残霞飞丹映江草
cān xiá jué lì cháng xīn kǔ	餐霞绝粒长辛苦
cān xiá lóu shàng dòng xiān yuè	餐霞楼上动仙乐
cán xián yóu bèng diàn kōng hóu	残弦犹迸钿箜篌
cán xiāo yóu dé mèng yī xī	残宵犹得梦依稀
cán xīng huāng diàn yě jī tí	残星荒店野鸡啼
cán xuě àn suí bīng sǔn dī	残雪暗随冰笋滴
cán xuě lí pī shān yùn yù	残雪离披山韫玉
cán xuě xiāo chí yuè chū zǎo	残雪消迟月出早
cán xuě yā zhī yóu yǒu jú	残雪压枝犹有桔
cán yáng jì mò chū qiáo chē	残阳寂寞出樵车
cán yáng jì mò dōng chéng qù	残阳寂寞东城去
cán yīn yú yùn qù hé cháng	残阴余韵去何长
cán yīng diǎn xiù jí yáo cén	残霙点岫即瑶岑
cán yīng hé shì bù zhī qiū	残莺何事不知秋
cán yīng xī lì rǎn qīng chén	残霙淅沥染轻尘
cán yīng yì shēng chūn rì cháng	残莺一声春日长
cán yīng zhù yǔ yōng xiū zhuàn	残莺著雨慵休啭
cán yuè chū lín míng jiàn jǐ	残月出林明剑戟
cán yuè hūn hūn xìn kě qī	残月昏昏信可期
cán yuè kuī chuāng chān huǎng sè	残月窥窗觇幌色
cán yún dài yǔ guò chūn chéng	残云带雨过春城
cān yún jià xī yǎn jiāng shēng	骖云驾兮俨将升
cán zhī àn shì bù céng qī	惭知暗室不曾欺
cān zhì hé xī yǒng zhōng rì	餐至和兮永终日
cán zhù jǐ wán xiān yào zài	残著几丸仙药在
cán zhú tān chuán wèi jiàn shū	残烛贪传未见书
cán zhuāng hán lèi xià lián zuò	残妆含泪下帘坐
cán zhuāng hé lèi wū hóng xiāo	残妆和泪污红绡
cán zhuāng sè qiǎn jì huán kāi	残妆色浅髻鬟开
cān zǐ liú xī cóng qīng lí	骖紫骝兮从青骊
cán zūn xià mǎ fù tóng qīng	残尊下马复同倾
cāng bō bù guī chéng tà cháo	沧波不归成踏潮
cāng bō gǎi sè tún yún huáng	苍波改色屯云黄
cāng bō lǎo shù xìng suǒ ài	沧波老树性所爱
cāng bō pēn jìn chǐ dù zú	苍波喷浸尺度足
cāng bō yí wàng tōng qiān lǐ	沧波一望通千里
cāng cāng chǔ sè shuǐ yún jiān	苍苍楚色水云间
cāng cāng dī yuè bàn yáo chéng	苍苍低月半遥城
cāng cāng gōng shù suǒ qīng tái	苍苍宫树锁青苔
cāng cāng hé chù shì yī chuān	苍苍何处是伊川
cāng cāng lù cǎo qīng hāo qì	苍苍露草青蒿气
cāng cāng lù cǎo xián yáng lǒng	苍苍露草咸阳垄
cāng cāng máng máng zài hé chù	苍苍茫茫在何处
cāng cāng wǔ lǎo wù zhōng tán	苍苍五老雾中坛
cāng cāng yān shù bì gǔ miào	苍苍烟树闭古庙
cāng cāng yān yuè mǎn chuān tíng	苍苍烟月满川亭
cāng cāng yuǎn shù wéi jīng mén	苍苍远树围荆门
cāng cāng zǎi shù qǐ hán yān	苍苍宰树起寒烟
cāng chí mǎng hàng dì chéng biān	沧池漭沆帝城边
cáng chūn wù lǐ yīng huā nào	藏春坞里莺花闹
cāng cù hū lái xiǔ suǒ wēi	仓卒呼来朽索危
cāng cù yí sī bì liú lǎo	仓卒移司避流潦
cāng cù yù chuī nà de pǔ	仓卒欲吹那得谱
cāng cù zhī cóng shān bàn zhù	仓卒只从山半住
cāng cuì kōng gāo wàn suì shān	苍翠空高万岁山
cāng é wú zuì yì kě lián	苍鹅无罪亦可怜
cāng ěr lín zhōng tài bái guò	苍耳林中太白过
cāng fēng qíng xuě jǐn lí lí	苍峰晴雪锦离离
cāng hǎi chén chén chén wù kāi	沧海沉沉晨雾开
cāng hǎi chéng chén jǐ wàn qiū	沧海成尘几万秋
cāng hǎi chū kàn hàn yuè míng	沧海初看汉月明
cāng hǎi dōng biān dú yǒu gōng	沧海东边独有功
cāng hǎi dōng xi jùn yòu lín	沧海东西郡又邻
cāng hǎi héng liú ān zú lǜ	沧海横流安足虑
cāng hǎi héng liú rén dàng fù	沧海横流人荡覆
cāng hǎi máng máng zhuǎn gēng shēn	沧海茫茫转更深
cāng hǎi rén jiān bié yì tiān	沧海人间别一天
cāng hǎi wèi quán guī yǔ gòng	沧海未全归禹贡
cāng hǎi wú fēng sì gǔ dàng	沧海无风似鼓荡
cāng hǎi wú fēng yì qǐ bō	沧海无风亦起波
cāng hǎi xī tóu duì jùn chéng	沧海西头对郡城
cāng hǎi xī tóu jiù chéng xiàng	沧海西头旧丞相
cāng hǎi yuè míng zhū yǒu lèi	沧海月明珠有泪
cāng huáng bú fù jūn wáng yì	仓黄不负君王意
cāng huáng chù chù féng hú rén	苍黄处处逢胡人
cāng huáng lí jiā wèn nán běi	苍黄离家问南北
cāng huáng qiú mǎi wàn jīn wú	仓黄求买万金无
cāng huáng rú mù kuì bǐ lín	仓黄濡幕愧比邻
cāng huáng shuí qù dù guā zhōu	仓皇谁趣渡瓜洲
cāng huáng suì xù cháng nián bēi	苍黄岁序长年悲
cāng huáng yǐ jiù cháng tú wǎng	苍惶已就长途往
cāng huáng yǐ jiù cháng tú wǎng	苍皇已就长途往
cāng huáng zhōng shì tàn liáng gōng	苍黄钟室叹良弓
cāng huáng zhuī qí chén wài guī	苍黄追骑尘外归
cāng jiāng bái fà chóu kàn rǔ	沧江白发愁看汝
cāng jiāng bái rì qiáo yú lù	沧江白日樵渔路
cāng jiāng jiàn dǐ yīng wú rì	沧江见底应无日
cāng jiāng jìng yè hóng guàn yuè	沧江静夜虹贯月
cāng jiāng lǜ shuǐ dōng liú shǐ	沧江绿水东流驶
cāng jiāng ōu lù yě xīn xìng	沧江鸥鹭野心性
cāng jiāng yù mù zì zhān yī	沧江欲暮自沾衣
cāng jiāng yú zǐ qīng chén jí	苍江鱼子清晨集
cāng jié niǎo jì jì máng mèi	苍颉鸟迹既茫昧
cāng láng dù tóu liǔ huā fā	沧浪渡头柳花发
cāng láng jìn tà yáo xiāng yì	仓琅禁闼遥相忆
cāng láng shí shàng guān shēng sǐ	沧浪石上观生死
cāng láng shuǐ shēn qīng míng kuò	沧浪水深青溟阔
cāng láng xiá shuǐ zi líng tān	沧浪峡水子陵滩
